datetime_beijing,date,hour_beijing,timestamp_original,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,weather_code,pressure_msl,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m,visibility,is_day,weather_description
2026-04-27 00:00,2026-04-27,0,2026-04-27T00:00,17.8,83,14.8,17.9,0.0,0.0,0.0,3,1012.5,1011.9,100,9.6,124,17.3,13800.0,0,多云
2026-04-27 01:00,2026-04-27,1,2026-04-27T01:00,17.4,82,14.4,17.5,0.0,0.0,0.0,3,1012.0,1011.4,100,8.8,141,16.2,13800.0,0,多云
2026-04-27 02:00,2026-04-27,2,2026-04-27T02:00,16.8,84,14.0,17.1,0.0,0.0,0.0,3,1012.0,1011.4,100,6.9,160,14.8,13800.0,0,多云
2026-04-27 03:00,2026-04-27,3,2026-04-27T03:00,16.4,85,13.9,16.9,0.0,0.0,0.0,2,1011.6,1011.0,76,5.2,178,11.5,12040.0,0,局部多云
2026-04-27 04:00,2026-04-27,4,2026-04-27T04:00,15.4,89,13.6,15.9,0.0,0.0,0.0,3,1011.2,1010.6,95,4.1,182,8.3,12040.0,0,多云
2026-04-27 05:00,2026-04-27,5,2026-04-27T05:00,15.1,90,13.5,15.3,0.0,0.0,0.0,3,1011.6,1011.0,100,6.4,172,10.1,10900.0,0,多云
2026-04-27 06:00,2026-04-27,6,2026-04-27T06:00,15.6,89,13.7,15.7,0.0,0.0,0.0,3,1012.2,1011.6,100,7.0,176,11.9,10900.0,1,多云
2026-04-27 07:00,2026-04-27,7,2026-04-27T07:00,17.7,81,14.4,18.1,0.0,0.0,0.0,3,1012.8,1012.2,100,7.2,179,12.6,13820.0,1,多云
2026-04-27 08:00,2026-04-27,8,2026-04-27T08:00,20.6,71,15.2,21.5,0.0,0.0,0.0,3,1012.8,1012.2,100,6.1,178,13.7,14960.0,1,多云
2026-04-27 09:00,2026-04-27,9,2026-04-27T09:00,22.4,67,15.9,23.4,0.0,0.0,0.0,3,1012.8,1012.2,100,6.9,189,16.2,14980.0,1,多云
2026-04-27 10:00,2026-04-27,10,2026-04-27T10:00,24.8,62,17.0,26.5,0.0,0.0,0.0,3,1012.8,1012.2,92,6.3,204,17.3,15940.0,1,多云
