datetime_beijing,date,hour_beijing,timestamp_original,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,weather_code,pressure_msl,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m,visibility,is_day,weather_description
2026-01-16 00:00,2026-01-16,0,2026-01-16T00:00,11.7,58,3.7,9.9,0.0,0.0,0.0,0,1017.4,1016.8,0,2.3,51,4.0,24140.0,0,晴
2026-01-16 01:00,2026-01-16,1,2026-01-16T01:00,11.4,58,3.4,9.5,0.0,0.0,0.0,0,1017.3,1016.7,0,2.3,51,3.2,24140.0,0,晴
2026-01-16 02:00,2026-01-16,2,2026-01-16T02:00,10.8,61,3.5,8.8,0.0,0.0,0.0,0,1017.2,1016.6,0,2.8,40,4.0,24140.0,0,晴
2026-01-16 03:00,2026-01-16,3,2026-01-16T03:00,10.1,64,3.6,8.1,0.0,0.0,0.0,0,1016.8,1016.2,0,2.8,40,4.0,24140.0,0,晴
2026-01-16 04:00,2026-01-16,4,2026-01-16T04:00,9.7,65,3.4,7.8,0.0,0.0,0.0,0,1016.6,1016.0,0,2.1,31,4.0,24140.0,0,晴
2026-01-16 05:00,2026-01-16,5,2026-01-16T05:00,9.4,66,3.4,7.6,0.0,0.0,0.0,0,1016.4,1015.8,0,1.8,11,2.9,24140.0,0,晴
2026-01-16 06:00,2026-01-16,6,2026-01-16T06:00,9.3,66,3.3,7.5,0.0,0.0,0.0,0,1017.0,1016.4,0,1.6,333,2.2,24140.0,0,晴
2026-01-16 07:00,2026-01-16,7,2026-01-16T07:00,8.9,69,3.5,7.0,0.0,0.0,0.0,0,1017.1,1016.5,0,2.3,288,2.5,24140.0,1,晴
2026-01-16 08:00,2026-01-16,8,2026-01-16T08:00,8.3,74,3.9,6.6,0.0,0.0,0.0,0,1017.5,1016.9,0,2.2,270,2.9,24140.0,1,晴
2026-01-16 09:00,2026-01-16,9,2026-01-16T09:00,9.2,73,4.6,7.7,0.0,0.0,0.0,0,1017.7,1017.1,0,1.3,236,3.2,24140.0,1,晴
2026-01-16 10:00,2026-01-16,10,2026-01-16T10:00,12.2,55,3.4,10.4,0.0,0.0,0.0,0,1018.1,1017.5,0,1.3,236,4.3,24140.0,1,晴
2026-01-16 11:00,2026-01-16,11,2026-01-16T11:00,14.8,46,3.2,13.1,0.0,0.0,0.0,0,1017.6,1017.0,0,0.8,243,4.3,24140.0,1,晴
2026-01-16 12:00,2026-01-16,12,2026-01-16T12:00,17.2,38,2.7,15.9,0.0,0.0,0.0,0,1016.5,1015.9,0,0.5,225,4.0,24140.0,1,晴
2026-01-16 13:00,2026-01-16,13,2026-01-16T13:00,18.9,35,3.1,17.7,0.0,0.0,0.0,0,1015.5,1014.9,0,0.8,207,4.3,24140.0,1,晴
2026-01-16 14:00,2026-01-16,14,2026-01-16T14:00,20.1,33,3.3,18.4,0.0,0.0,0.0,0,1015.0,1014.4,0,1.3,214,5.0,24140.0,1,晴
2026-01-16 15:00,2026-01-16,15,2026-01-16T15:00,20.6,32,3.3,18.8,0.0,0.0,0.0,0,1014.9,1014.3,0,1.0,225,5.4,24140.0,1,晴
2026-01-16 16:00,2026-01-16,16,2026-01-16T16:00,20.6,32,3.3,18.9,0.0,0.0,0.0,0,1015.2,1014.6,0,0.5,45,4.0,24140.0,1,晴
2026-01-16 17:00,2026-01-16,17,2026-01-16T17:00,19.7,36,4.2,17.8,0.0,0.0,0.0,0,1015.8,1015.2,0,3.3,49,5.8,24140.0,1,晴
2026-01-16 18:00,2026-01-16,18,2026-01-16T18:00,17.6,44,5.2,15.7,0.0,0.0,0.0,0,1016.4,1015.8,0,4.8,77,8.3,24140.0,0,晴
2026-01-16 19:00,2026-01-16,19,2026-01-16T19:00,15.5,50,5.1,13.5,0.0,0.0,0.0,0,1016.9,1016.3,0,5.4,90,9.4,24140.0,0,晴
2026-01-16 20:00,2026-01-16,20,2026-01-16T20:00,13.8,54,4.6,11.7,0.0,0.0,0.0,0,1017.2,1016.6,0,5.5,79,9.7,24140.0,0,晴
2026-01-16 21:00,2026-01-16,21,2026-01-16T21:00,12.5,62,5.4,10.6,0.0,0.0,0.0,0,1017.8,1017.2,0,5.2,74,9.7,24140.0,0,晴
2026-01-16 22:00,2026-01-16,22,2026-01-16T22:00,11.6,71,6.5,10.1,0.0,0.0,0.0,0,1018.2,1017.6,0,3.6,45,9.0,24140.0,0,晴
2026-01-16 23:00,2026-01-16,23,2026-01-16T23:00,11.1,77,7.2,9.9,0.0,0.0,0.0,0,1018.5,1017.9,0,3.2,360,5.8,24140.0,0,晴
2026-01-17 00:00,2026-01-17,0,2026-01-17T00:00,10.6,82,7.6,9.5,0.0,0.0,0.0,1,1018.6,1018.0,8,3.3,354,5.4,24140.0,0,基本晴
2026-01-17 01:00,2026-01-17,1,2026-01-17T01:00,10.1,85,7.7,9.1,0.0,0.0,0.0,0,1019.0,1018.4,3,2.9,360,5.0,24140.0,0,晴
2026-01-17 02:00,2026-01-17,2,2026-01-17T02:00,9.7,88,7.8,8.8,0.0,0.0,0.0,0,1019.0,1018.4,0,2.2,9,4.3,24140.0,0,晴
2026-01-17 03:00,2026-01-17,3,2026-01-17T03:00,9.3,91,7.9,8.3,0.0,0.0,0.0,0,1018.6,1018.0,0,3.0,346,4.3,24140.0,0,晴
