datetime_beijing,date,hour_beijing,timestamp_original,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,weather_code,pressure_msl,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m,visibility,is_day,weather_description
2026-03-05 00:00,2026-03-05,0,2026-03-05T00:00,8.6,86,6.3,6.8,0.0,0.0,0.0,3,1022.8,1022.2,100,5.8,90,12.2,24140.0,0,多云
2026-03-05 01:00,2026-03-05,1,2026-03-05T01:00,8.4,88,6.5,7.0,0.1,0.0,0.0,3,1022.5,1021.9,100,3.9,68,11.5,24140.0,0,多云
2026-03-05 02:00,2026-03-05,2,2026-03-05T02:00,8.3,90,6.8,6.8,0.0,0.0,0.0,3,1021.8,1021.2,96,4.7,86,9.0,24140.0,0,多云
2026-03-05 03:00,2026-03-05,3,2026-03-05T03:00,8.4,90,6.8,7.2,0.0,0.0,0.0,3,1021.4,1020.8,95,2.4,117,9.0,24140.0,0,多云
2026-03-05 04:00,2026-03-05,4,2026-03-05T04:00,8.4,90,6.8,7.3,0.0,0.0,0.0,3,1020.9,1020.3,94,1.8,127,4.7,24140.0,0,多云
2026-03-05 05:00,2026-03-05,5,2026-03-05T05:00,8.3,90,6.8,7.3,0.0,0.0,0.0,3,1021.1,1020.5,94,1.5,346,3.6,24140.0,0,多云
2026-03-05 06:00,2026-03-05,6,2026-03-05T06:00,8.3,91,6.9,7.2,0.0,0.0,0.0,3,1021.7,1021.1,89,2.4,333,4.3,24140.0,0,多云
2026-03-05 07:00,2026-03-05,7,2026-03-05T07:00,8.3,92,7.1,7.5,0.0,0.0,0.0,3,1022.0,1021.4,97,0.5,315,4.7,24140.0,1,多云
2026-03-05 08:00,2026-03-05,8,2026-03-05T08:00,8.7,90,7.1,7.6,0.0,0.0,0.0,3,1022.4,1021.8,97,1.8,259,4.3,24140.0,1,多云
2026-03-05 09:00,2026-03-05,9,2026-03-05T09:00,9.3,88,7.4,8.2,0.0,0.0,0.0,3,1022.7,1022.1,95,2.9,263,6.8,24140.0,1,多云
2026-03-05 10:00,2026-03-05,10,2026-03-05T10:00,9.9,85,7.5,8.6,0.0,0.0,0.0,3,1023.0,1022.4,96,4.3,294,9.7,24140.0,1,多云
2026-03-05 11:00,2026-03-05,11,2026-03-05T11:00,10.6,82,7.6,9.4,0.0,0.0,0.0,3,1022.9,1022.3,100,3.9,304,10.1,24140.0,1,多云
2026-03-05 12:00,2026-03-05,12,2026-03-05T12:00,11.1,81,7.9,10.2,0.0,0.0,0.0,3,1022.0,1021.4,99,2.2,279,9.0,24140.0,1,多云
2026-03-05 13:00,2026-03-05,13,2026-03-05T13:00,11.3,79,7.7,10.0,0.1,0.1,0.0,61,1021.6,1021.0,100,4.5,284,10.1,24140.0,1,小雨
2026-03-05 14:00,2026-03-05,14,2026-03-05T14:00,11.3,79,7.7,10.1,0.1,0.1,0.0,61,1021.3,1020.7,100,3.8,287,10.1,24140.0,1,小雨
