PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
1017.7,43.0,10.5,3.7,63.0,4.91,231.0,1.1,282.2,296.0,283.1
1017.0,52.0,11.7,5.4,65.0,5.54,162.0,1.6,283.5,299.1,284.5
1014.6,70.0,12.6,5.7,63.0,5.67,170.0,1.6,284.6,300.6,285.6
1012.5,88.0,12.7,5.5,61.0,5.58,178.0,1.6,284.9,300.7,285.8
1000.0,191.0,11.9,3.9,58.0,5.07,212.0,1.4,285.1,299.5,286.0
985.3,321.0,11.1,2.9,57.0,4.78,224.0,2.4,285.5,299.1,286.3
954.9,588.0,8.9,1.8,61.0,4.56,238.0,4.2,285.8,298.9,286.6
938.4,733.0,8.2,1.8,64.0,4.65,237.0,5.4,286.5,299.8,287.3
925.0,856.0,7.1,1.1,66.0,4.48,240.0,5.7,286.5,299.4,287.3
914.1,953.0,6.2,0.7,68.0,4.4,246.0,6.0,286.6,299.3,287.3
909.9,989.0,5.8,0.7,70.0,4.43,249.0,5.7,286.6,299.3,287.4
901.5,1068.0,5.7,-1.7,59.0,3.75,258.0,4.9,287.2,298.1,287.9
890.7,1167.0,4.9,-2.8,58.0,3.5,273.0,4.8,287.4,297.6,288.0
883.1,1235.0,4.7,-5.3,48.0,2.92,281.0,5.4,287.9,296.6,288.4
875.7,1301.0,4.2,-3.4,58.0,3.39,282.0,5.6,288.0,298.0,288.6
873.9,1319.0,4.0,-3.8,57.0,3.3,281.0,5.6,288.1,297.8,288.6
850.0,1541.0,2.6,-6.1,53.0,2.85,267.0,5.4,288.8,297.3,289.3
846.8,1570.0,2.4,-6.6,51.0,2.74,265.0,5.6,288.9,297.1,289.4
840.4,1633.0,2.6,-8.9,42.0,2.31,255.0,6.3,289.8,296.8,290.2
837.0,1664.0,2.6,-4.9,58.0,3.17,251.0,6.7,290.1,299.6,290.7
834.3,1688.0,2.4,-4.4,61.0,3.31,248.0,7.0,290.2,300.0,290.8
826.7,1762.0,1.8,-3.7,67.0,3.51,244.0,7.7,290.3,300.6,290.9
811.0,1912.0,0.8,-4.6,67.0,3.36,252.0,8.2,290.9,300.9,291.5
