PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
997.7,43.0,26.9,25.3,91.0,20.74,338.0,2.0,300.2,361.4,304.0
987.0,143.0,27.4,27.4,100.0,23.84,35.0,3.6,301.7,372.6,305.9
983.0,182.0,27.0,27.0,100.0,23.36,57.0,4.2,301.6,371.1,305.8
980.0,211.0,27.6,27.6,100.0,24.31,73.0,4.6,302.5,375.1,306.9
976.3,244.0,27.7,27.7,100.0,24.55,74.0,5.1,302.9,376.5,307.3
955.9,434.0,26.6,26.6,100.0,23.47,82.0,8.1,303.6,374.1,307.9
944.0,547.0,26.4,26.0,98.0,22.92,87.0,9.8,304.5,373.5,308.7
929.9,675.0,25.9,25.2,96.0,22.17,82.0,9.3,305.3,372.2,309.3
925.0,716.0,25.5,24.8,96.0,21.75,80.0,9.1,305.4,371.0,309.3
907.7,880.0,24.3,24.3,100.0,21.5,74.0,8.4,305.8,370.8,309.7
884.2,1106.0,22.7,22.7,100.0,20.0,90.0,7.7,306.4,366.9,310.1
873.7,1212.0,22.1,22.1,100.0,19.5,98.0,7.4,306.9,365.9,310.4
860.2,1349.0,21.1,21.1,100.0,18.61,101.0,7.0,307.2,363.6,310.6
853.6,1421.0,21.1,21.1,100.0,18.75,102.0,6.8,307.9,364.9,311.3
850.0,1458.0,20.7,20.7,100.0,18.36,103.0,6.7,307.8,363.6,311.2
820.4,1766.0,18.4,18.4,100.0,16.45,112.0,5.6,308.5,358.6,311.5
817.2,1800.0,18.7,18.7,100.0,16.83,113.0,5.4,309.2,360.6,312.3
808.3,1893.0,18.1,18.1,100.0,16.38,116.0,5.0,309.5,359.6,312.5
791.6,2083.0,16.9,16.9,100.0,15.48,124.0,4.8,310.1,357.6,313.0
780.3,2204.0,17.0,17.0,100.0,15.82,129.0,4.6,311.5,360.2,314.4
756.5,2470.0,15.9,15.9,100.0,15.2,142.0,4.0,313.0,360.2,315.9
746.3,2586.0,14.9,14.9,100.0,14.43,148.0,3.7,313.2,358.0,315.9
716.4,2932.0,12.6,12.6,100.0,12.91,154.0,3.1,314.3,354.7,316.8
700.4,3111.0,11.3,11.3,100.0,12.11,161.0,2.5,314.9,352.9,317.2
700.0,3117.0,11.3,11.3,100.0,12.12,161.0,2.5,315.0,352.9,317.3
685.7,3281.0,10.5,10.5,100.0,11.72,168.0,1.9,315.9,352.8,318.2
671.8,3445.0,10.0,10.0,100.0,11.57,175.0,2.5,317.2,353.9,319.4
657.8,3634.0,8.4,8.4,100.0,10.59,182.0,3.2,317.3,350.9,319.4
645.2,3804.0,7.4,7.4,100.0,10.08,179.0,4.0,318.0,350.1,319.9
642.6,3839.0,6.6,6.6,100.0,9.57,179.0,4.1,317.4,347.9,319.3
631.8,3986.0,6.1,6.1,100.0,9.4,176.0,4.8,318.4,348.4,320.2
631.1,3991.0,5.9,5.9,100.0,9.28,176.0,4.8,318.3,347.9,320.0
626.6,4050.0,6.7,6.7,100.0,9.89,176.0,5.2,319.8,351.6,321.7
618.3,4156.0,6.5,6.5,100.0,9.88,176.0,6.0,320.8,352.7,322.7
615.0,4197.0,7.0,6.2,95.0,9.73,177.0,6.2,321.9,353.4,323.8
606.4,4309.0,6.2,4.2,87.0,8.57,177.0,7.0,322.3,350.1,323.9
604.2,4338.0,5.9,3.9,87.0,8.42,177.0,7.2,322.3,349.7,323.9
600.0,4394.0,5.4,3.4,87.0,8.18,178.0,6.9,322.3,349.0,323.9
594.9,4461.0,4.8,3.0,88.0,8.02,180.0,6.6,322.4,348.6,324.0
587.0,4565.0,5.0,2.7,85.0,7.96,183.0,6.0,323.9,350.0,325.4
577.1,4688.0,4.3,1.4,81.0,7.37,186.0,5.4,324.6,348.9,326.1
571.3,4769.0,3.7,0.8,81.0,7.13,186.0,4.8,324.9,348.4,326.3
563.9,4880.0,3.5,0.5,81.0,7.06,187.0,4.0,325.8,349.3,327.2
557.8,4973.0,3.2,-1.4,72.0,6.21,188.0,3.3,326.5,347.3,327.7
553.8,5037.0,3.0,-0.6,77.0,6.64,188.0,2.8,326.9,349.1,328.3
553.3,5043.0,3.0,-0.6,77.0,6.64,186.0,2.8,327.0,349.2,328.3
550.2,5095.0,2.8,-1.0,76.0,6.49,166.0,2.8,327.3,349.0,328.6
546.3,5159.0,4.0,-1.5,67.0,6.29,142.0,2.9,329.4,350.7,330.7
542.0,5223.0,3.3,-2.9,64.0,5.72,119.0,2.9,329.3,348.7,330.5
539.7,5264.0,3.6,-2.1,66.0,6.09,104.0,2.9,330.1,350.7,331.3
530.6,5387.0,2.3,-2.3,72.0,6.11,58.0,3.0,330.1,350.8,331.3
525.4,5462.0,1.5,-2.7,74.0,5.99,50.0,2.8,330.1,350.4,331.3
515.3,5619.0,1.0,-3.3,73.0,5.84,33.0,2.5,331.3,351.2,332.5
508.5,5736.0,0.1,-4.2,73.0,5.53,20.0,2.3,331.5,350.4,332.6
507.7,5750.0,0.0,-4.3,73.0,5.49,20.0,2.3,331.5,350.3,332.6
502.4,5840.0,-0.5,-4.8,73.0,5.34,23.0,2.2,331.9,350.2,333.0
500.0,5873.0,-0.8,-5.1,73.0,5.25,24.0,2.2,332.0,350.0,333.1
492.8,5981.0,-1.8,-6.3,71.0,4.86,27.0,2.2,332.2,348.9,333.1
485.3,6100.0,-2.3,-7.2,69.0,4.6,30.0,2.1,333.0,348.9,333.9
479.8,6187.0,-2.5,-8.3,64.0,4.27,29.0,2.4,333.8,348.7,334.7
463.8,6442.0,-4.5,-13.4,50.0,2.94,26.0,3.3,334.6,345.0,335.2
461.9,6474.0,-4.8,-13.6,50.0,2.9,26.0,3.4,334.6,344.9,335.2
442.6,6797.0,-8.0,-15.6,54.0,2.57,67.0,4.7,334.7,343.9,335.2
439.7,6848.0,-8.2,-16.1,53.0,2.48,73.0,4.9,335.1,344.0,335.6
420.6,7208.0,-10.0,-20.6,42.0,1.77,26.0,6.3,337.0,343.5,337.4
410.3,7408.0,-11.5,-24.0,35.0,1.34,2.0,6.2,337.5,342.5,337.8
405.0,7520.0,-12.3,-25.2,33.0,1.22,358.0,6.9,337.7,342.3,338.0
400.0,7615.0,-13.1,-26.0,33.0,1.15,354.0,7.4,337.9,342.2,338.1
378.7,8035.0,-16.4,-29.4,32.0,0.89,349.0,9.2,338.8,342.2,339.0
370.0,8205.0,-17.5,-28.7,37.0,0.97,350.0,9.8,339.6,343.4,339.8
367.9,8239.0,-18.1,-28.9,38.0,0.96,350.0,9.9,339.4,343.1,339.6
364.5,8294.0,-17.8,-28.1,40.0,1.04,349.0,10.2,340.7,344.7,340.9
361.1,8348.0,-18.8,-28.5,42.0,1.01,349.0,10.4,340.3,344.1,340.5
348.2,8614.0,-21.0,-29.1,48.0,0.99,346.0,11.5,340.9,344.7,341.1
342.7,8736.0,-21.9,-29.6,50.0,0.96,342.0,11.0,341.2,344.9,341.4
329.6,9023.0,-25.0,-31.9,53.0,0.8,332.0,9.9,340.7,343.9,340.9
326.4,9097.0,-25.6,-32.1,55.0,0.8,322.0,8.8,340.9,344.0,341.0
324.5,9152.0,-25.1,-31.3,56.0,0.86,314.0,8.1,342.1,345.5,342.3
323.7,9165.0,-25.5,-31.5,57.0,0.85,312.0,7.9,341.8,345.1,342.0
312.9,9424.0,-25.7,-30.2,66.0,1.0,277.0,4.2,344.9,348.7,345.1
312.5,9431.0,-25.8,-30.3,66.0,0.99,276.0,4.1,344.9,348.7,345.1
300.0,9739.0,-27.4,-30.8,73.0,0.98,231.0,5.8,346.6,350.5,346.9
296.5,9835.0,-28.0,-31.1,75.0,0.96,216.0,6.4,347.0,350.8,347.2
295.4,9860.0,-28.2,-31.3,75.0,0.95,216.0,6.8,347.0,350.8,347.2
291.9,9957.0,-28.2,-31.1,76.0,0.98,217.0,8.1,348.2,352.1,348.4
282.4,10190.0,-29.5,-32.3,77.0,0.9,220.0,11.3,349.7,353.3,349.9
281.2,10223.0,-29.7,-32.5,77.0,0.89,220.0,11.7,349.8,353.4,350.0
265.3,10611.0,-33.0,-35.7,77.0,0.69,217.0,14.5,350.9,353.6,351.0
252.1,10966.0,-36.1,-38.8,76.0,0.53,212.0,14.0,351.4,353.6,351.5
250.0,11030.0,-36.4,-39.1,76.0,0.52,212.0,14.1,351.8,353.9,351.9
246.8,11118.0,-36.6,-39.3,76.0,0.51,211.0,14.4,352.8,354.9,352.9
238.8,11353.0,-38.5,-41.3,75.0,0.43,210.0,15.2,353.3,355.1,353.4
228.1,11644.0,-41.3,-44.2,73.0,0.33,211.0,15.6,353.7,355.1,353.7
226.4,11703.0,-41.6,-44.5,73.0,0.32,211.0,15.7,354.0,355.3,354.0
215.2,12054.0,-43.8,-47.0,71.0,0.26,215.0,14.5,355.7,356.8,355.8
204.4,12405.0,-46.5,-49.9,68.0,0.2,223.0,11.8,356.7,357.6,356.8
200.0,12541.0,-47.0,-50.5,67.0,0.19,229.0,10.6,358.2,359.0,358.2
188.5,12933.0,-49.4,-53.1,65.0,0.15,243.0,7.9,360.4,361.1,360.5
180.1,13223.0,-51.7,-55.5,64.0,0.12,253.0,6.3,361.4,361.9,361.4
168.5,13647.0,-55.2,-59.1,62.0,0.08,255.0,3.7,362.5,362.9,362.5
159.5,13992.0,-58.0,-62.0,60.0,0.06,242.0,1.7,363.5,363.8,363.5
157.8,14062.0,-57.9,-61.9,60.0,0.06,239.0,1.3,364.8,365.1,364.8
157.6,14070.0,-58.0,-62.0,60.0,0.06,239.0,1.3,364.8,365.0,364.8
153.7,14218.0,-59.3,-63.3,60.0,0.05,249.0,1.7,365.2,365.4,365.2
150.4,14373.0,-59.6,-63.7,59.0,0.05,260.0,2.2,366.9,367.2,366.9
150.0,14389.0,-59.8,-63.9,59.0,0.05,261.0,2.2,366.9,367.1,366.9
