PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
1022.7,43.0,11.1,-0.1,46.0,3.7,62.0,1.9,282.4,293.0,283.1
1019.6,69.0,11.5,0.7,47.0,3.94,56.0,2.2,283.1,294.4,283.8
1000.0,226.0,10.0,-0.3,49.0,3.73,69.0,3.6,283.2,293.8,283.8
968.0,494.0,7.7,-1.6,52.0,3.52,86.0,2.7,283.5,293.6,284.1
959.8,565.0,7.1,-1.6,54.0,3.55,81.0,2.9,283.5,293.7,284.1
934.3,786.0,4.9,-1.5,63.0,3.65,43.0,1.8,283.5,294.0,284.2
925.0,869.0,4.3,-1.5,66.0,3.7,31.0,0.8,283.7,294.3,284.3
919.5,915.0,3.9,-1.7,67.0,3.66,37.0,0.2,283.8,294.3,284.4
891.9,1162.0,1.8,-2.4,73.0,3.59,310.0,1.4,284.1,294.5,284.7
880.3,1266.0,1.1,-3.5,71.0,3.35,304.0,3.4,284.4,294.1,285.0
879.7,1272.0,1.1,-3.5,71.0,3.35,304.0,3.6,284.5,294.1,285.0
859.2,1464.0,0.3,-1.9,85.0,3.88,301.0,6.3,285.6,296.8,286.2
857.3,1483.0,0.6,-1.6,86.0,3.98,304.0,6.5,286.0,297.5,286.7
852.6,1526.0,1.1,-5.6,61.0,2.95,313.0,7.1,287.0,295.7,287.5
850.0,1551.0,1.0,-9.0,47.0,2.27,318.0,7.4,287.2,294.0,287.6
847.6,1574.0,1.0,-12.1,37.0,1.78,322.0,7.5,287.4,292.8,287.7
841.8,1627.0,0.8,-19.0,21.0,1.01,334.0,7.2,287.8,291.0,288.0
841.1,1633.0,0.8,-20.1,19.0,0.92,335.0,7.2,287.9,290.8,288.0
834.2,1700.0,1.5,-33.3,5.0,0.28,348.0,6.7,289.2,290.2,289.3
821.3,1827.0,0.8,-51.0,1.0,0.04,347.0,6.5,289.8,289.9,289.8
810.3,1935.0,2.5,-49.9,1.0,0.05,338.0,6.6,292.7,292.9,292.7
803.7,2000.0,2.4,-50.0,1.0,0.05,336.0,6.1,293.2,293.4,293.3
796.0,2077.0,2.9,-49.7,1.0,0.05,335.0,4.9,294.7,294.9,294.7
768.6,2361.0,2.2,-50.1,1.0,0.05,313.0,7.6,296.8,297.0,296.8
763.5,2415.0,2.1,-50.1,1.0,0.05,308.0,8.7,297.4,297.5,297.4
733.6,2734.0,0.2,-51.3,1.0,0.05,307.0,10.3,298.7,298.9,298.7
730.4,2772.0,0.0,-50.4,1.0,0.05,306.0,10.4,298.8,299.0,298.8
729.2,2784.0,-0.1,-51.0,1.0,0.05,305.0,10.5,298.9,299.1,298.9
714.2,2949.0,-0.9,-32.4,7.0,0.35,307.0,13.5,299.7,300.9,299.8
706.3,3037.0,-0.9,-38.0,4.0,0.21,302.0,14.3,300.7,301.4,300.7
700.0,3108.0,-1.3,-40.2,3.0,0.17,300.0,14.4,301.0,301.6,301.0
699.5,3114.0,-1.3,-41.2,3.0,0.15,300.0,14.4,301.0,301.6,301.1
