PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
1002.5,43.0,19.4,18.7,96.0,13.69,231.0,0.9,292.3,331.3,294.7
1000.0,61.0,19.2,18.5,96.0,13.51,116.0,0.6,292.3,330.7,294.7
953.5,479.0,16.4,16.1,98.0,12.15,325.0,1.1,293.5,328.3,295.6
944.2,561.0,16.4,16.3,99.0,12.47,226.0,1.6,294.4,330.2,296.6
927.3,717.0,16.1,15.7,98.0,12.18,230.0,2.9,295.5,330.7,297.7
925.0,739.0,15.9,15.6,98.0,12.1,231.0,2.9,295.6,330.6,297.7
907.4,906.0,14.9,14.9,100.0,11.8,248.0,3.6,296.2,330.4,298.3
901.4,964.0,14.6,14.6,100.0,11.64,273.0,3.6,296.4,330.2,298.5
894.6,1028.0,13.5,12.5,94.0,10.24,297.0,4.4,295.9,325.6,297.7
881.4,1152.0,13.1,10.7,85.0,9.2,300.0,6.4,296.7,323.6,298.4
871.0,1252.0,14.4,9.9,75.0,8.82,298.0,7.0,299.1,325.2,300.7
868.5,1276.0,14.2,9.8,74.0,8.76,301.0,7.1,299.2,325.1,300.8
860.0,1358.0,15.5,5.6,52.0,6.64,317.0,7.7,301.4,321.4,302.6
850.0,1457.0,16.4,1.8,37.0,5.13,325.0,8.5,303.3,319.1,304.2
849.1,1467.0,16.4,1.2,36.0,4.93,325.0,8.5,303.4,318.6,304.3
832.8,1630.0,15.6,-3.5,27.0,3.56,327.0,8.1,304.3,315.4,304.9
832.0,1636.0,15.6,-3.3,27.0,3.59,327.0,8.1,304.3,315.6,305.0
824.0,1719.0,15.0,-2.5,30.0,3.86,326.0,8.5,304.5,316.6,305.3
819.1,1769.0,15.2,-9.6,17.0,2.25,326.0,9.1,305.2,312.5,305.6
812.7,1835.0,14.7,-6.1,23.0,2.97,327.0,9.9,305.4,314.8,305.9
803.4,1932.0,14.4,-13.2,14.0,1.72,327.0,9.9,306.1,311.8,306.4
796.6,2004.0,13.8,-10.9,17.0,2.08,326.0,9.9,306.2,313.0,306.6
761.8,2380.0,10.7,-15.2,15.0,1.54,318.0,10.4,306.8,311.9,307.0
746.3,2552.0,9.2,-15.4,16.0,1.54,313.0,9.6,307.0,312.1,307.2
727.7,2757.0,7.7,-16.9,15.0,1.39,295.0,8.9,307.6,312.2,307.8
721.5,2827.0,7.3,-17.8,15.0,1.31,292.0,9.1,307.9,312.3,308.2
710.1,2958.0,6.3,-13.2,23.0,1.95,288.0,10.3,308.2,314.6,308.5
700.0,3074.0,5.8,-11.5,27.0,2.26,287.0,10.6,308.9,316.3,309.3
694.9,3134.0,5.4,-11.7,28.0,2.25,288.0,10.2,309.0,316.4,309.5
694.3,3141.0,5.3,-11.7,28.0,2.25,289.0,10.1,309.1,316.5,309.5
684.5,3256.0,4.8,-17.5,18.0,1.41,291.0,9.5,309.8,314.5,310.0
677.7,3337.0,4.5,-15.1,23.0,1.75,290.0,9.5,310.3,316.1,310.6
675.7,3362.0,4.4,-11.2,31.0,2.4,290.0,9.6,310.4,318.3,310.9
665.6,3483.0,3.5,-14.5,26.0,1.87,283.0,10.3,310.7,317.0,311.1
664.1,3502.0,3.3,-14.1,27.0,1.94,282.0,10.4,310.8,317.2,311.2
654.8,3615.0,2.8,-11.8,33.0,2.36,277.0,11.5,311.4,319.2,311.9
648.9,3688.0,2.4,-14.9,26.0,1.85,275.0,12.4,311.8,318.0,312.2
644.9,3738.0,2.2,-8.8,44.0,3.06,273.0,12.7,312.1,322.1,312.7
633.9,3876.0,1.4,-6.9,54.0,3.61,266.0,13.5,312.7,324.4,313.4
623.2,4012.0,0.4,-6.0,62.0,3.94,265.0,14.0,313.2,325.9,313.9
617.4,4087.0,0.1,-5.5,66.0,4.12,266.0,13.5,313.6,326.9,314.4
606.3,4233.0,0.4,-6.9,58.0,3.76,271.0,13.1,315.6,327.9,316.3
605.8,4239.0,0.4,-7.0,58.0,3.74,271.0,13.1,315.6,327.9,316.4
600.0,4316.0,0.0,-7.4,57.0,3.65,271.0,13.8,316.1,328.1,316.8
598.2,4341.0,0.0,-7.5,57.0,3.63,271.0,14.0,316.3,328.3,317.0
590.7,4441.0,-0.9,-9.1,53.0,3.25,269.0,15.4,316.5,327.2,317.1
579.8,4589.0,-1.7,-8.2,61.0,3.54,266.0,17.3,317.2,328.9,317.9
575.5,4647.0,-2.1,-8.3,63.0,3.56,266.0,18.0,317.3,329.1,318.0
562.2,4833.0,-2.7,-12.6,46.0,2.58,267.0,18.8,318.9,327.6,319.4
555.8,4924.0,-3.3,-13.8,44.0,2.37,273.0,18.1,319.1,327.2,319.6
549.2,5017.0,-4.0,-15.0,42.0,2.17,276.0,19.7,319.4,326.8,319.8
544.7,5082.0,-3.7,-17.0,35.0,1.85,275.0,20.9,320.6,327.0,320.9
536.0,5208.0,-4.6,-18.6,33.0,1.65,271.0,22.6,321.0,326.7,321.3
533.5,5245.0,-4.2,-19.0,30.0,1.6,271.0,23.0,321.9,327.5,322.2
533.1,5251.0,-4.3,-19.0,31.0,1.6,271.0,23.1,321.8,327.4,322.1
519.5,5454.0,-5.9,-21.2,29.0,1.36,274.0,25.6,322.3,327.1,322.5
505.9,5660.0,-7.8,-22.1,31.0,1.29,272.0,26.4,322.4,326.9,322.6
500.0,5750.0,-8.7,-22.5,32.0,1.26,274.0,26.3,322.4,326.8,322.6
488.1,5935.0,-10.5,-23.1,35.0,1.22,276.0,26.1,322.4,326.7,322.6
480.2,6060.0,-11.7,-22.9,39.0,1.26,277.0,24.4,322.4,326.9,322.7
459.0,6403.0,-15.0,-24.4,45.0,1.16,280.0,24.4,322.5,326.7,322.7
456.7,6440.0,-15.4,-23.6,49.0,1.25,280.0,24.2,322.5,326.9,322.7
442.9,6671.0,-17.7,-23.6,60.0,1.29,279.0,24.7,322.4,326.9,322.6
437.9,6755.0,-18.2,-22.9,67.0,1.39,278.0,24.3,322.7,327.6,323.0
435.5,6795.0,-18.8,-23.7,65.0,1.29,277.0,24.5,322.5,327.1,322.8
429.4,6900.0,-19.5,-23.9,68.0,1.29,273.0,26.6,323.0,327.5,323.2
428.2,6921.0,-20.0,-24.2,69.0,1.26,272.0,27.4,322.5,327.0,322.8
426.4,6953.0,-19.9,-23.4,74.0,1.37,270.0,28.4,323.1,327.9,323.4
423.5,7004.0,-18.4,-20.9,81.0,1.71,268.0,29.6,325.7,331.7,326.0
416.0,7136.0,-18.6,-20.8,82.0,1.75,259.0,29.1,327.1,333.3,327.4
400.0,7427.0,-19.8,-22.3,81.0,1.61,245.0,31.0,329.1,334.9,329.5
394.9,7522.0,-20.0,-22.5,80.0,1.59,242.0,32.7,330.1,335.9,330.5
394.5,7529.0,-20.0,-22.6,80.0,1.59,242.0,32.8,330.2,335.9,330.5
363.2,8135.0,-24.0,-26.7,78.0,1.19,248.0,37.6,332.8,337.2,333.0
352.2,8359.0,-25.7,-28.3,78.0,1.05,246.0,41.3,333.4,337.4,333.7
344.4,8521.0,-26.5,-29.1,79.0,1.0,245.0,44.9,334.5,338.2,334.7
338.4,8648.0,-27.1,-29.7,78.0,0.96,245.0,46.0,335.3,339.0,335.5
308.5,9305.0,-32.1,-36.9,62.0,0.52,246.0,43.7,337.3,339.3,337.4
303.1,9430.0,-33.0,-38.3,59.0,0.47,248.0,47.1,337.8,339.6,337.9
300.0,9501.0,-33.5,-38.8,59.0,0.44,248.0,48.5,338.0,339.7,338.1
291.4,9704.0,-35.2,-40.5,58.0,0.38,246.0,49.6,338.4,339.9,338.5
279.2,10000.0,-37.8,-43.4,56.0,0.3,250.0,50.7,338.9,340.1,338.9
275.1,10102.0,-38.2,-44.3,53.0,0.27,251.0,53.5,339.6,340.8,339.7
271.9,10183.0,-38.6,-45.8,47.0,0.23,251.0,57.0,340.2,341.2,340.3
263.8,10390.0,-38.5,-55.0,16.0,0.08,250.0,60.0,343.4,343.7,343.4
260.0,10489.0,-38.8,-59.9,9.0,0.05,250.0,58.7,344.4,344.6,344.4
255.5,10607.0,-38.6,-65.4,4.0,0.02,253.0,59.7,346.3,346.4,346.3
250.0,10757.0,-39.6,-71.7,2.0,0.01,255.0,58.8,347.1,347.1,347.1
246.1,10865.0,-40.3,-76.3,1.0,0.01,255.0,58.7,347.6,347.6,347.6
218.5,11664.0,-45.9,-81.4,1.0,0.0,251.0,55.7,350.9,350.9,350.9
205.0,12085.0,-48.5,-83.2,1.0,0.0,257.0,57.1,353.2,353.3,353.2
200.0,12246.0,-49.7,-83.0,1.0,0.0,254.0,55.0,354.0,354.0,354.0
191.8,12520.0,-51.1,-84.9,1.0,0.0,255.0,52.1,356.0,356.0,356.0
188.7,12626.0,-50.6,-84.6,1.0,0.0,256.0,49.1,358.4,358.5,358.4
183.8,12796.0,-51.4,-85.2,1.0,0.0,259.0,47.5,359.7,359.7,359.7
182.5,12842.0,-51.2,-85.0,1.0,0.0,258.0,47.1,360.9,360.9,360.9
175.3,13101.0,-52.7,-86.0,1.0,0.0,255.0,45.7,362.6,362.6,362.6
171.6,13239.0,-53.0,-86.3,1.0,0.0,254.0,45.1,364.3,364.3,364.3
154.1,13924.0,-58.1,-89.9,1.0,0.0,255.0,48.3,366.9,366.9,366.9
152.6,13985.0,-58.6,-90.2,1.0,0.0,256.0,48.3,367.1,367.1,367.1
150.0,14091.0,-59.2,-89.6,1.0,0.0,259.0,46.9,367.9,367.9,367.9
145.7,14274.0,-60.0,-91.2,1.0,0.0,261.0,43.3,369.6,369.6,369.6
143.8,14353.0,-60.6,-91.6,1.0,0.0,262.0,42.2,369.8,369.8,369.8
134.2,14781.0,-63.5,-93.7,1.0,0.0,265.0,40.7,372.1,372.1,372.1
132.0,14881.0,-64.3,-94.2,1.0,0.0,268.0,40.3,372.5,372.5,372.5
127.8,15080.0,-63.9,-93.9,1.0,0.0,274.0,36.3,376.6,376.6,376.6
125.3,15200.0,-64.6,-94.4,1.0,0.0,273.0,32.4,377.6,377.6,377.6
121.9,15368.0,-65.5,-95.1,1.0,0.0,270.0,27.1,378.8,378.8,378.8
116.1,15661.0,-66.6,-95.9,1.0,0.0,264.0,27.4,382.2,382.2,382.2
115.0,15717.0,-66.3,-95.7,1.0,0.0,263.0,27.5,383.7,383.7,383.7
110.5,15959.0,-67.7,-96.7,1.0,0.0,271.0,25.8,385.5,385.5,385.5
107.8,16109.0,-67.6,-96.6,1.0,0.0,268.0,21.4,388.4,388.4,388.4
104.5,16296.0,-67.6,-96.6,1.0,0.0,256.0,17.8,391.9,391.9,391.9
100.1,16549.0,-69.1,-97.7,1.0,0.0,258.0,18.9,393.8,393.8,393.8
