PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
995.7,43.0,29.5,25.7,80.0,21.3,0.0,0.0,303.0,366.6,306.9
994.7,48.0,29.8,25.0,76.0,20.42,0.0,0.0,303.4,364.5,307.1
975.8,210.0,28.3,24.2,79.0,19.83,40.0,0.8,303.6,362.9,307.2
940.9,545.0,25.3,23.4,89.0,19.59,16.0,2.0,303.7,362.3,307.2
927.6,673.0,24.2,23.1,94.0,19.51,5.0,3.0,303.8,362.2,307.3
925.0,697.0,24.2,23.1,94.0,19.57,3.0,3.2,304.0,362.6,307.6
905.2,881.0,23.9,21.9,89.0,18.57,347.0,4.7,305.6,361.6,309.0
894.3,987.0,23.9,21.5,86.0,18.33,343.0,5.0,306.7,362.2,310.0
871.5,1217.0,22.1,20.0,88.0,17.12,333.0,5.5,307.1,359.0,310.2
865.4,1279.0,21.7,19.6,88.0,16.81,328.0,5.6,307.3,358.3,310.4
860.4,1329.0,22.0,19.4,85.0,16.7,324.0,5.7,308.1,358.9,311.2
850.0,1438.0,21.2,18.9,87.0,16.38,316.0,5.9,308.3,358.2,311.4
842.3,1520.0,20.6,18.6,88.0,16.21,310.0,6.0,308.5,357.9,311.5
839.2,1554.0,20.6,18.6,88.0,16.28,307.0,6.1,308.8,358.5,311.8
829.3,1661.0,20.3,18.2,88.0,16.06,306.0,6.4,309.6,358.7,312.5
809.7,1863.0,18.6,17.0,90.0,15.23,304.0,7.1,309.9,356.6,312.7
807.2,1892.0,18.6,16.9,90.0,15.18,304.0,7.2,310.2,356.7,313.0
765.9,2341.0,16.0,13.9,87.0,13.15,313.0,9.1,312.0,352.8,314.5
757.6,2437.0,16.3,11.9,75.0,11.64,315.0,9.4,313.3,349.6,315.5
750.8,2510.0,15.9,10.7,71.0,10.83,317.0,9.7,313.7,347.6,315.8
745.8,2567.0,15.4,10.7,74.0,10.91,318.0,9.9,313.8,347.9,315.8
742.7,2606.0,15.1,10.5,74.0,10.81,317.0,10.0,313.8,347.6,315.9
739.5,2639.0,14.8,11.3,80.0,11.46,316.0,10.1,313.9,349.7,316.0
735.2,2684.0,14.8,9.6,71.0,10.27,315.0,10.3,314.4,346.6,316.3
725.7,2797.0,14.2,9.2,72.0,10.13,312.0,10.6,314.9,346.8,316.8
722.2,2836.0,13.8,8.8,72.0,9.9,311.0,10.7,314.9,346.1,316.8
717.5,2893.0,13.2,10.3,83.0,11.04,309.0,10.9,314.8,349.5,316.9
716.5,2904.0,13.1,10.3,83.0,11.06,309.0,10.9,314.9,349.6,316.9
702.2,3073.0,12.1,9.2,82.0,10.47,310.0,10.6,315.6,348.6,317.6
700.0,3098.0,12.0,8.8,81.0,10.22,310.0,10.6,315.7,348.0,317.7
683.8,3292.0,11.1,6.6,74.0,8.99,311.0,10.3,316.9,345.4,318.6
662.5,3552.0,9.2,2.8,64.0,7.09,310.0,10.1,317.6,340.4,319.0
660.1,3580.0,9.0,2.8,65.0,7.12,310.0,10.1,317.7,340.6,319.1
658.0,3608.0,8.7,3.0,67.0,7.24,310.0,10.2,317.7,340.9,319.0
648.9,3721.0,7.8,5.3,84.0,8.65,310.0,10.6,317.9,345.5,319.6
639.9,3839.0,7.0,3.5,78.0,7.72,309.0,11.1,318.3,343.1,319.7
634.2,3919.0,6.4,4.1,85.0,8.13,309.0,11.4,318.4,344.5,320.0
633.2,3929.0,6.3,4.2,86.0,8.2,309.0,11.4,318.4,344.7,320.0
628.5,3991.0,6.0,4.8,92.0,8.62,308.0,11.2,318.8,346.4,320.4
620.8,4087.0,5.9,2.9,81.0,7.63,306.0,10.9,319.8,344.4,321.2
