PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
1022.6,43.0,3.0,1.5,90.0,4.17,34.0,6.0,274.4,285.8,275.1
1000.0,224.0,1.5,0.5,93.0,3.95,19.0,5.8,274.6,285.5,275.3
983.8,358.0,0.3,-0.0,97.0,3.87,19.0,7.1,274.7,285.4,275.4
975.4,432.0,0.1,-0.1,98.0,3.88,18.0,7.6,275.2,285.9,275.8
973.7,446.0,0.0,-0.2,99.0,3.87,19.0,7.6,275.2,285.9,275.9
943.8,694.0,-1.5,-2.1,96.0,3.48,31.0,10.0,276.1,285.8,276.7
925.0,853.0,-2.5,-3.1,95.0,3.28,41.0,11.0,276.7,285.9,277.3
913.4,953.0,-3.1,-3.6,96.0,3.21,48.0,10.9,277.2,286.2,277.7
882.0,1235.0,-4.2,-4.6,97.0,3.07,70.0,9.5,278.7,287.4,279.2
881.6,1239.0,-4.3,-4.7,97.0,3.07,71.0,9.4,278.7,287.4,279.3
868.2,1361.0,-3.9,-4.1,98.0,3.24,85.0,8.7,280.3,289.5,280.9
851.8,1512.0,-4.6,-5.1,96.0,3.07,98.0,8.7,281.1,289.9,281.7
850.0,1528.0,-4.7,-5.2,96.0,3.05,99.0,8.8,281.2,289.9,281.7
838.2,1639.0,-5.0,-5.5,96.0,3.02,110.0,8.4,282.0,290.7,282.5
822.0,1787.0,-4.8,-5.3,97.0,3.14,135.0,4.6,283.8,292.8,284.3
818.1,1826.0,-4.7,-5.1,97.0,3.19,146.0,3.9,284.3,293.5,284.8
792.6,2077.0,-5.4,-6.1,95.0,3.05,218.0,4.0,286.1,295.0,286.6
787.7,2125.0,-5.6,-6.4,94.0,3.0,224.0,4.6,286.4,295.2,286.9
763.7,2367.0,-5.9,-6.4,96.0,3.11,235.0,9.7,288.7,297.9,289.2
743.7,2577.0,-6.2,-6.8,96.0,3.08,244.0,12.1,290.5,299.6,291.0
735.0,2668.0,-5.9,-6.2,98.0,3.28,251.0,13.9,291.9,301.7,292.4
717.5,2858.0,-5.6,-5.9,97.0,3.42,261.0,16.9,294.2,304.5,294.8
706.6,2976.0,-6.1,-6.9,94.0,3.23,264.0,16.7,295.0,304.7,295.5
700.0,3050.0,-6.3,-7.3,93.0,3.16,266.0,17.4,295.5,305.1,296.0
679.3,3285.0,-7.1,-8.5,90.0,2.96,266.0,19.1,297.1,306.2,297.7
669.0,3404.0,-7.6,-9.2,88.0,2.84,262.0,20.6,297.9,306.7,298.4
652.5,3597.0,-8.6,-10.6,86.0,2.62,260.0,21.1,298.9,307.0,299.3
625.5,3922.0,-9.9,-12.1,84.0,2.42,260.0,23.3,301.0,308.6,301.4
606.6,4158.0,-11.2,-13.7,82.0,2.19,258.0,23.8,302.1,309.1,302.5
600.0,4241.0,-11.4,-13.8,82.0,2.2,255.0,24.3,302.9,309.9,303.3
599.9,4242.0,-11.4,-13.8,82.0,2.2,255.0,24.3,302.9,309.9,303.3
585.9,4422.0,-12.2,-14.1,85.0,2.19,253.0,25.9,304.0,311.1,304.4
576.2,4551.0,-12.9,-15.0,85.0,2.07,253.0,27.0,304.6,311.3,305.0
570.8,4622.0,-13.6,-15.7,84.0,1.97,252.0,27.8,304.6,311.0,305.0
568.1,4658.0,-13.4,-15.7,83.0,1.99,252.0,28.1,305.2,311.7,305.6
526.2,5235.0,-17.6,-20.6,78.0,1.41,252.0,28.7,306.9,311.6,307.2
500.0,5613.0,-20.5,-24.1,73.0,1.09,253.0,26.2,308.0,311.7,308.2
481.6,5889.0,-22.6,-26.0,74.0,0.96,251.0,26.4,308.8,312.0,308.9
478.6,5934.0,-22.8,-27.8,64.0,0.81,253.0,27.1,309.0,311.8,309.1
472.6,6026.0,-24.1,-33.2,43.0,0.5,254.0,28.3,308.6,310.3,308.7
462.7,6181.0,-25.2,-35.5,38.0,0.4,253.0,28.8,309.0,310.4,309.0
457.1,6268.0,-25.8,-36.4,37.0,0.37,253.0,29.7,309.3,310.7,309.4
446.3,6440.0,-27.0,-37.8,35.0,0.33,254.0,31.2,310.0,311.2,310.0
424.5,6799.0,-29.3,-42.1,28.0,0.22,255.0,33.0,311.4,312.3,311.5
403.2,7163.0,-31.8,-44.0,29.0,0.19,253.0,33.6,312.8,313.6,312.9
400.0,7219.0,-32.3,-44.5,29.0,0.18,253.0,33.8,312.9,313.6,312.9
386.8,7455.0,-33.9,-47.8,23.0,0.13,251.0,33.5,313.9,314.4,313.9
381.7,7547.0,-34.6,-48.9,22.0,0.12,250.0,33.2,314.1,314.5,314.1
361.2,7929.0,-38.3,-50.7,26.0,0.1,245.0,33.4,314.2,314.6,314.2
347.6,8191.0,-40.4,-52.3,27.0,0.09,245.0,33.9,314.8,315.1,314.8
341.2,8317.0,-41.5,-50.6,37.0,0.11,244.0,34.7,314.9,315.4,315.0
336.7,8405.0,-42.2,-49.6,44.0,0.12,244.0,35.6,315.2,315.7,315.2
330.4,8533.0,-43.4,-50.6,45.0,0.11,244.0,37.4,315.3,315.7,315.3
321.1,8725.0,-44.2,-54.9,30.0,0.07,244.0,42.4,316.7,317.0,316.8
301.6,9143.0,-44.3,-61.0,14.0,0.03,252.0,46.2,322.4,322.5,322.4
300.0,9179.0,-44.4,-61.3,14.0,0.03,253.0,46.8,322.6,322.8,322.6
298.8,9207.0,-44.6,-62.0,13.0,0.03,253.0,47.3,322.8,322.9,322.8
288.5,9440.0,-43.7,-64.3,9.0,0.02,255.0,47.8,327.3,327.4,327.3
282.7,9578.0,-44.4,-66.1,7.0,0.02,256.0,46.2,328.1,328.2,328.1
276.5,9726.0,-45.1,-66.8,7.0,0.02,256.0,46.9,329.3,329.4,329.3
264.1,10030.0,-45.5,-68.9,6.0,0.01,253.0,47.2,333.1,333.1,333.1
253.0,10315.0,-45.4,-68.8,6.0,0.01,253.0,48.5,337.3,337.4,337.3
250.0,10395.0,-46.0,-69.2,6.0,0.01,253.0,50.9,337.6,337.7,337.6
245.2,10523.0,-46.6,-70.8,5.0,0.01,253.0,53.2,338.6,338.6,338.6
