PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
1008.7,43.0,16.5,14.7,89.0,10.46,31.0,2.3,288.9,318.4,290.8
1000.0,112.0,16.0,14.2,89.0,10.2,4.0,2.2,289.1,317.9,290.9
977.2,309.0,14.1,13.9,99.0,10.24,36.0,2.2,289.1,318.0,290.9
945.6,586.0,12.7,12.5,99.0,9.65,36.0,2.2,290.4,317.8,292.1
940.8,629.0,12.5,12.3,99.0,9.61,25.0,2.5,290.7,318.0,292.4
932.4,705.0,11.6,11.0,96.0,8.86,5.0,2.9,290.5,315.8,292.1
926.8,755.0,12.4,11.9,97.0,9.5,349.0,3.2,291.8,318.9,293.4
925.0,772.0,12.4,12.0,98.0,9.56,345.0,3.3,291.9,319.3,293.6
912.3,887.0,11.8,11.6,98.0,9.43,331.0,2.9,292.6,319.6,294.2
909.4,915.0,11.9,11.7,99.0,9.53,326.0,2.5,292.9,320.3,294.6
874.8,1241.0,12.4,12.1,98.0,10.19,250.0,5.3,296.6,326.3,298.5
867.1,1314.0,12.8,12.6,99.0,10.6,243.0,7.0,297.8,328.8,299.7
850.0,1482.0,12.0,11.7,98.0,10.18,255.0,9.6,298.7,328.6,300.5
845.7,1525.0,11.8,11.2,96.0,9.91,258.0,10.2,298.9,328.1,300.7
838.6,1597.0,12.0,11.3,96.0,10.09,257.0,11.2,299.8,329.6,301.6
822.4,1760.0,12.4,12.1,98.0,10.84,249.0,11.8,301.9,334.2,303.9
819.4,1792.0,12.1,11.5,97.0,10.49,249.0,11.2,301.9,333.2,303.8
812.1,1867.0,10.4,7.6,83.0,8.07,248.0,9.5,300.9,325.0,302.3
807.5,1915.0,10.1,5.6,74.0,7.06,249.0,8.6,301.1,322.3,302.3
803.2,1960.0,10.7,6.0,73.0,7.32,252.0,8.3,302.2,324.2,303.5
802.1,1972.0,10.8,6.1,73.0,7.4,253.0,8.3,302.4,324.7,303.8
794.5,2052.0,11.0,6.8,75.0,7.8,261.0,8.6,303.4,327.0,304.9
781.7,2186.0,11.0,7.3,78.0,8.21,258.0,9.4,304.8,329.7,306.3
770.0,2313.0,10.7,8.9,88.0,9.32,260.0,10.5,305.9,334.2,307.6
768.5,2330.0,10.7,9.2,90.0,9.55,260.0,10.6,306.0,335.0,307.8
753.8,2492.0,9.8,9.1,96.0,9.7,258.0,11.8,306.8,336.3,308.5
737.9,2669.0,8.7,8.0,96.0,9.19,257.0,12.3,307.4,335.5,309.1
700.0,3105.0,5.9,5.3,96.0,8.01,258.0,12.8,309.0,333.7,310.5
696.6,3145.0,5.7,5.1,96.0,7.91,258.0,12.5,309.2,333.7,310.7
693.9,3176.0,5.5,4.2,91.0,7.47,259.0,12.3,309.3,332.4,310.7
660.7,3575.0,2.8,1.9,94.0,6.68,252.0,12.0,310.6,331.5,311.8
655.6,3638.0,2.3,0.7,89.0,6.13,252.0,11.9,310.7,330.0,311.9
646.8,3746.0,1.6,0.7,93.0,6.22,256.0,11.4,311.2,330.7,312.3
642.0,3806.0,1.2,-0.4,89.0,5.79,260.0,11.1,311.4,329.7,312.5
639.1,3842.0,1.2,-2.0,79.0,5.17,262.0,11.0,311.7,328.1,312.7
628.9,3971.0,0.2,-4.3,72.0,4.42,269.0,11.0,312.1,326.2,312.9
627.2,3993.0,0.0,-4.4,72.0,4.41,270.0,11.1,312.1,326.2,312.9
616.5,4130.0,-1.1,-4.9,75.0,4.32,274.0,12.5,312.4,326.3,313.2
600.0,4345.0,-2.5,-5.6,80.0,4.22,283.0,13.8,313.1,326.7,313.9
588.0,4504.0,-3.7,-6.0,84.0,4.14,280.0,16.3,313.6,327.0,314.4
583.5,4565.0,-3.9,-6.8,80.0,3.95,278.0,17.0,314.1,326.9,314.8
575.3,4677.0,-4.4,-6.2,88.0,4.2,274.0,18.4,314.7,328.3,315.5
572.7,4712.0,-4.5,-7.1,82.0,3.92,274.0,18.9,315.0,327.8,315.8
565.0,4818.0,-5.1,-7.8,82.0,3.78,274.0,19.7,315.5,327.9,316.3
562.7,4851.0,-5.0,-8.2,78.0,3.67,273.0,20.2,316.0,328.1,316.7
559.6,4894.0,-5.1,-8.5,77.0,3.61,271.0,20.8,316.4,328.2,317.1
554.6,4965.0,-4.8,-11.1,61.0,2.96,268.0,21.9,317.6,327.5,318.2
544.6,5106.0,-5.2,-15.3,45.0,2.14,263.0,26.4,318.8,326.1,319.2
542.6,5136.0,-4.6,-22.4,23.0,1.17,262.0,27.4,319.8,324.0,320.1
541.8,5148.0,-4.5,-22.4,23.0,1.17,262.0,27.8,320.1,324.2,320.3
536.5,5224.0,-5.0,-18.5,34.0,1.66,261.0,29.3,320.4,326.2,320.7
534.6,5253.0,-5.1,-17.3,38.0,1.83,261.0,29.5,320.5,326.9,320.9
530.0,5320.0,-5.5,-10.2,69.0,3.33,259.0,30.0,320.9,332.1,321.6
523.9,5410.0,-6.2,-8.7,82.0,3.78,257.0,30.2,321.1,333.7,321.8
511.9,5591.0,-7.5,-9.6,85.0,3.62,260.0,30.2,321.6,333.8,322.4
502.5,5735.0,-8.8,-9.4,95.0,3.74,260.0,31.1,321.8,334.3,322.6
500.9,5759.0,-8.6,-11.1,82.0,3.28,260.0,31.3,322.3,333.4,323.0
500.0,5773.0,-8.7,-11.1,82.0,3.27,260.0,31.5,322.4,333.4,323.0
495.7,5840.0,-9.0,-12.3,77.0,3.01,261.0,31.8,322.8,333.0,323.4
491.3,5908.0,-8.9,-17.0,52.0,2.06,260.0,31.4,323.7,330.9,324.1
486.0,5992.0,-9.2,-22.0,35.0,1.36,259.0,30.6,324.4,329.3,324.7
481.7,6060.0,-9.7,-22.3,35.0,1.33,259.0,30.2,324.6,329.3,324.8
479.4,6098.0,-10.0,-19.7,45.0,1.68,259.0,30.0,324.7,330.6,325.0
464.4,6342.0,-12.3,-20.6,50.0,1.6,258.0,30.4,324.8,330.5,325.1
459.8,6417.0,-12.7,-21.5,48.0,1.5,257.0,30.7,325.2,330.5,325.5
454.8,6500.0,-13.4,-19.6,59.0,1.78,256.0,30.8,325.4,331.6,325.7
449.7,6585.0,-14.0,-23.8,43.0,1.25,255.0,31.1,325.6,330.1,325.8
447.9,6616.0,-14.2,-20.7,58.0,1.65,254.0,31.3,325.7,331.5,326.0
