PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
1026.4,43.0,1.8,1.2,96.0,4.07,354.0,1.7,272.9,284.0,273.6
1017.9,114.0,1.7,1.7,100.0,4.26,360.0,3.0,273.5,285.1,274.2
1000.0,251.0,0.6,0.6,100.0,3.98,9.0,3.5,273.7,284.6,274.4
990.2,330.0,0.0,0.0,100.0,3.86,4.0,4.0,273.9,284.5,274.6
981.3,403.0,-0.5,-0.5,100.0,3.76,3.0,4.9,274.2,284.5,274.8
961.2,568.0,-1.4,-1.4,100.0,3.59,23.0,7.4,274.8,284.7,275.4
946.5,692.0,-2.1,-2.1,100.0,3.47,45.0,8.0,275.4,285.0,276.0
925.0,875.0,-2.1,-2.1,100.0,3.53,66.0,7.0,277.1,287.0,277.7
921.4,906.0,-2.2,-2.2,100.0,3.52,68.0,6.9,277.3,287.2,277.9
902.3,1070.0,-2.7,-2.7,100.0,3.47,75.0,5.6,278.5,288.3,279.1
888.0,1200.0,-2.3,-2.3,100.0,3.64,79.0,3.9,280.2,290.5,280.8
883.7,1239.0,-2.7,-2.7,100.0,3.54,76.0,3.6,280.2,290.2,280.8
883.0,1244.0,-2.1,-2.1,100.0,3.7,76.0,3.6,280.8,291.3,281.5
881.8,1256.0,-1.1,-1.1,100.0,3.99,75.0,3.5,282.0,293.3,282.7
876.7,1302.0,-2.6,-2.6,100.0,3.6,69.0,3.5,280.9,291.1,281.5
867.9,1381.0,-2.6,-2.6,100.0,3.64,64.0,3.7,281.7,292.1,282.4
850.0,1547.0,-3.5,-3.5,100.0,3.47,80.0,3.0,282.5,292.4,283.0
844.2,1601.0,-3.8,-3.8,100.0,3.43,96.0,2.1,282.7,292.6,283.3
840.3,1638.0,-4.0,-4.0,100.0,3.39,112.0,1.3,282.9,292.6,283.5
804.1,1986.0,-3.9,-3.9,100.0,3.57,285.0,5.5,286.6,297.0,287.2
802.8,1998.0,-3.8,-3.8,100.0,3.58,285.0,5.7,286.7,297.2,287.4
782.5,2199.0,-4.7,-4.7,100.0,3.44,300.0,5.9,287.9,298.0,288.5
767.3,2353.0,-4.0,-4.0,100.0,3.7,286.0,7.7,290.3,301.2,290.9
762.0,2408.0,-3.8,-3.8,100.0,3.8,283.0,8.7,291.2,302.4,291.8
746.2,2573.0,-4.2,-4.2,100.0,3.75,273.0,9.4,292.4,303.6,293.1
738.1,2660.0,-3.7,-3.7,100.0,3.93,266.0,11.3,293.8,305.6,294.5
733.2,2711.0,-3.9,-3.9,100.0,3.91,262.0,12.8,294.2,305.9,294.9
732.7,2717.0,-3.9,-3.9,100.0,3.9,262.0,12.9,294.2,305.9,294.9
728.9,2759.0,-3.1,-3.1,100.0,4.17,261.0,13.5,295.6,308.1,296.3
726.2,2789.0,-3.1,-3.1,100.0,4.19,260.0,13.7,295.9,308.5,296.6
700.9,3066.0,-4.7,-4.7,100.0,3.85,265.0,13.1,297.1,308.8,297.8
700.0,3076.0,-4.8,-4.8,100.0,3.84,265.0,13.0,297.2,308.8,297.9
671.7,3398.0,-6.8,-6.8,100.0,3.43,273.0,15.5,298.5,309.0,299.1
667.9,3443.0,-6.8,-6.8,100.0,3.44,272.0,15.9,298.9,309.5,299.5
660.5,3529.0,-6.8,-6.8,100.0,3.47,272.0,17.1,299.8,310.5,300.4
643.7,3730.0,-7.8,-7.8,100.0,3.31,273.0,20.7,301.0,311.2,301.6
636.2,3821.0,-8.4,-8.8,97.0,3.1,271.0,22.0,301.2,310.9,301.8
627.0,3933.0,-9.5,-10.4,93.0,2.76,269.0,23.1,301.2,309.9,301.7
612.4,4114.0,-10.5,-11.5,92.0,2.58,270.0,23.6,302.2,310.3,302.7
605.4,4202.0,-10.8,-11.7,93.0,2.58,269.0,25.3,302.8,310.9,303.2
600.0,4271.0,-10.9,-11.7,94.0,2.6,268.0,27.1,303.4,311.7,303.9
576.0,4584.0,-11.6,-11.9,98.0,2.67,257.0,34.7,306.1,314.7,306.6
568.3,4686.0,-12.1,-12.5,97.0,2.58,256.0,35.7,306.8,315.1,307.3
549.6,4940.0,-14.2,-16.4,84.0,1.94,254.0,33.2,307.2,313.6,307.6
531.9,5187.0,-16.3,-19.9,74.0,1.49,256.0,30.7,307.6,312.5,307.8
523.8,5302.0,-16.8,-21.1,69.0,1.36,259.0,28.8,308.4,312.9,308.6
517.5,5392.0,-17.0,-21.1,70.0,1.37,260.0,28.6,309.2,313.8,309.5
500.0,5649.0,-18.5,-23.4,65.0,1.16,269.0,30.6,310.5,314.4,310.7
498.3,5674.0,-18.6,-23.8,64.0,1.13,269.0,30.8,310.6,314.4,310.8
487.5,5837.0,-19.7,-25.0,63.0,1.03,269.0,33.5,311.2,314.7,311.4
473.8,6047.0,-21.3,-26.9,61.0,0.9,269.0,33.1,311.8,314.9,312.0
413.3,7036.0,-28.7,-35.9,50.0,0.44,265.0,37.7,314.7,316.3,314.8
400.0,7269.0,-29.9,-37.4,48.0,0.38,261.0,42.7,316.0,317.5,316.1
398.8,7290.0,-30.0,-37.7,47.0,0.38,261.0,43.2,316.1,317.5,316.2
391.0,7431.0,-30.9,-38.9,45.0,0.34,260.0,47.3,316.8,318.1,316.9
385.6,7529.0,-31.0,-39.5,43.0,0.32,259.0,50.3,317.9,319.2,318.0
376.8,7692.0,-32.1,-41.2,40.0,0.28,259.0,53.1,318.6,319.6,318.6
365.3,7910.0,-33.5,-42.9,38.0,0.24,257.0,55.8,319.6,320.5,319.6
343.6,8336.0,-36.6,-46.8,34.0,0.17,257.0,56.9,321.0,321.6,321.0
329.0,8635.0,-35.1,-46.3,31.0,0.18,255.0,63.6,327.0,327.7,327.0
322.8,8767.0,-35.3,-46.6,31.0,0.18,256.0,67.0,328.6,329.3,328.6
308.4,9085.0,-36.6,-48.1,30.0,0.16,255.0,73.1,331.0,331.6,331.0
304.3,9178.0,-36.5,-48.0,30.0,0.16,256.0,76.3,332.4,333.1,332.5
300.0,9275.0,-36.7,-48.1,30.0,0.16,256.0,78.4,333.6,334.2,333.6
294.8,9395.0,-36.8,-48.4,29.0,0.16,254.0,79.6,335.1,335.7,335.1
290.7,9492.0,-36.0,-47.8,29.0,0.17,254.0,80.8,337.5,338.2,337.5
286.0,9606.0,-36.9,-48.8,28.0,0.16,255.0,81.7,337.8,338.4,337.8
278.3,9793.0,-38.2,-50.2,27.0,0.14,256.0,84.0,338.6,339.2,338.7
269.6,10011.0,-38.2,-50.5,26.0,0.14,256.0,83.4,341.7,342.3,341.8
263.0,10183.0,-37.4,-50.2,25.0,0.15,257.0,85.0,345.3,346.0,345.3
253.5,10433.0,-39.5,-52.8,23.0,0.11,257.0,85.1,345.8,346.2,345.8
250.0,10529.0,-40.3,-53.4,24.0,0.11,255.0,85.1,345.9,346.4,346.0
246.9,10614.0,-41.0,-54.1,23.0,0.1,254.0,85.5,346.1,346.6,346.2
237.6,10875.0,-41.5,-54.6,23.0,0.1,249.0,85.8,349.3,349.8,349.4
237.1,10889.0,-41.6,-54.7,23.0,0.1,249.0,85.7,349.4,349.8,349.4
200.0,12016.0,-51.3,-63.8,21.0,0.04,252.0,84.7,351.4,351.6,351.4
193.0,12248.0,-53.2,-65.8,21.0,0.03,255.0,83.3,351.9,352.1,351.9
180.3,12681.0,-56.7,-69.3,19.0,0.02,257.0,84.5,353.1,353.2,353.1
176.3,12820.0,-57.7,-70.4,19.0,0.02,258.0,80.6,353.7,353.8,353.7
171.4,12998.0,-57.8,-70.4,19.0,0.02,259.0,76.3,356.5,356.6,356.5
167.8,13134.0,-58.8,-71.4,19.0,0.02,260.0,73.6,357.0,357.1,357.0
161.6,13366.0,-60.3,-73.0,18.0,0.01,259.0,69.7,358.2,358.3,358.2
156.2,13581.0,-60.7,-73.5,18.0,0.01,254.0,64.8,361.1,361.1,361.1
150.0,13830.0,-61.5,-74.2,18.0,0.01,249.0,61.7,363.9,364.0,363.9
139.7,14272.0,-61.9,-75.0,16.0,0.01,256.0,59.3,370.7,370.8,370.7
133.5,14548.0,-63.5,-76.6,16.0,0.01,260.0,56.1,372.7,372.7,372.7
128.6,14780.0,-64.8,-77.7,16.0,0.01,258.0,54.8,374.3,374.4,374.3
123.1,15046.0,-65.4,-78.3,16.0,0.01,252.0,53.9,378.0,378.0,378.0
119.6,15220.0,-65.2,-78.3,15.0,0.01,253.0,51.9,381.5,381.5,381.5
115.3,15441.0,-66.8,-79.8,15.0,0.01,255.0,51.4,382.5,382.5,382.5
