PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
1002.7,43.0,30.8,22.9,63.0,17.79,180.0,4.1,303.7,356.9,306.9
1000.0,67.0,30.2,21.5,60.0,16.34,178.0,4.3,303.4,352.1,306.3
993.9,119.0,29.5,21.2,61.0,16.14,173.0,4.7,303.2,351.3,306.1
984.2,207.0,28.6,20.8,63.0,15.9,165.0,5.4,303.1,350.5,306.0
975.1,284.0,27.8,20.8,66.0,16.05,174.0,5.4,303.1,351.0,306.0
948.9,537.0,26.9,19.6,64.0,15.3,203.0,5.5,304.6,350.5,307.4
945.3,570.0,26.7,19.6,65.0,15.36,205.0,5.9,304.7,350.8,307.5
940.1,619.0,26.9,19.5,64.0,15.34,207.0,6.4,305.4,351.6,308.2
925.0,760.0,26.0,18.7,64.0,14.82,214.0,7.9,305.9,350.6,308.6
914.8,869.0,25.6,18.5,65.0,14.8,220.0,9.1,306.4,351.2,309.2
881.4,1205.0,23.7,17.0,66.0,13.96,221.0,8.1,307.8,350.2,310.3
876.5,1255.0,23.5,16.4,64.0,13.5,222.0,7.8,308.0,349.2,310.5
850.0,1502.0,21.4,15.6,70.0,13.23,227.0,6.6,308.5,348.9,311.0
845.7,1540.0,21.2,15.8,71.0,13.47,228.0,6.4,308.8,349.9,311.3
823.2,1744.0,19.7,14.6,72.0,12.8,201.0,6.1,309.6,348.8,312.0
818.4,1793.0,20.0,14.7,72.0,12.96,195.0,6.0,310.4,350.3,312.8
813.5,1837.0,20.5,13.1,63.0,11.73,189.0,5.9,311.5,347.8,313.7
810.0,1871.0,20.2,13.0,63.0,11.7,185.0,5.9,311.6,347.8,313.7
785.7,2119.0,18.2,11.8,66.0,11.14,175.0,7.2,312.1,346.7,314.2
777.5,2202.0,18.0,12.8,72.0,12.04,172.0,7.6,312.9,350.3,315.1
769.4,2301.0,17.5,12.7,73.0,12.09,169.0,7.7,313.3,350.9,315.5
760.4,2412.0,17.5,11.0,66.0,10.91,166.0,7.7,314.3,348.5,316.4
730.3,2776.0,15.2,9.9,71.0,10.55,159.0,9.4,315.4,348.7,317.4
723.5,2865.0,15.4,9.4,67.0,10.3,157.0,10.0,316.5,349.1,318.5
720.5,2908.0,15.4,9.2,67.0,10.2,157.0,10.2,316.9,349.2,318.8
714.4,2986.0,15.1,7.6,61.0,9.21,157.0,10.7,317.3,346.7,319.1
703.8,3113.0,14.3,8.0,66.0,9.62,157.0,11.4,317.8,348.5,319.6
700.0,3165.0,14.3,7.8,65.0,9.54,157.0,11.6,318.3,348.8,320.1
680.6,3416.0,13.6,6.8,63.0,9.16,159.0,12.1,320.1,349.6,321.8
674.7,3494.0,13.8,4.9,55.0,8.08,159.0,12.2,321.1,347.3,322.7
