PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
1031.1,43.0,0.8,0.1,95.0,3.73,45.0,2.0,271.6,281.7,272.2
1017.2,144.0,0.0,-0.7,95.0,3.57,64.0,3.5,271.8,281.5,272.4
1012.7,183.0,-0.2,-0.9,95.0,3.53,69.0,3.9,272.0,281.6,272.5
1000.0,288.0,-1.1,-1.3,99.0,3.47,68.0,5.7,272.1,281.5,272.6
974.5,475.0,-2.3,-2.7,97.0,3.21,66.0,8.8,272.9,281.7,273.4
959.1,600.0,-3.1,-3.3,99.0,3.12,66.0,8.2,273.3,281.9,273.8
938.9,777.0,-3.9,-3.9,100.0,3.05,66.0,7.3,274.1,282.6,274.7
929.3,866.0,-4.1,-4.1,100.0,3.03,54.0,7.6,274.7,283.2,275.3
925.0,906.0,-4.2,-4.3,99.0,3.0,49.0,7.7,275.0,283.4,275.5
909.3,1044.0,-4.6,-5.2,96.0,2.85,31.0,8.2,275.9,284.0,276.4
905.8,1073.0,-4.8,-5.6,94.0,2.78,27.0,8.3,276.0,283.9,276.5
887.1,1229.0,-5.9,-6.9,93.0,2.57,25.0,9.0,276.6,283.8,277.0
872.1,1367.0,-6.8,-7.5,95.0,2.49,23.0,9.6,277.0,284.1,277.4
850.0,1568.0,-8.3,-8.7,97.0,2.33,23.0,9.5,277.4,284.1,277.8
843.3,1632.0,-8.6,-8.9,98.0,2.31,23.0,9.5,277.8,284.4,278.1
840.2,1662.0,-8.8,-9.3,96.0,2.25,23.0,9.5,277.8,284.3,278.2
831.1,1746.0,-9.3,-10.1,94.0,2.13,26.0,9.3,278.2,284.3,278.5
823.9,1815.0,-8.3,-8.8,96.0,2.38,28.0,9.2,279.9,286.8,280.3
814.3,1914.0,-8.1,-8.8,95.0,2.41,31.0,9.1,281.1,288.1,281.5
809.4,1959.0,-7.4,-8.0,95.0,2.58,32.0,9.0,282.3,289.8,282.7
787.9,2177.0,-7.1,-8.1,93.0,2.63,39.0,5.8,284.8,292.5,285.3
780.0,2257.0,-7.4,-8.4,93.0,2.6,42.0,4.6,285.3,292.9,285.8
750.7,2554.0,-9.0,-10.2,91.0,2.34,337.0,1.8,286.7,293.7,287.1
745.4,2608.0,-9.2,-10.5,90.0,2.31,324.0,3.1,287.1,293.9,287.5
721.7,2852.0,-7.9,-8.8,93.0,2.72,268.0,9.1,291.2,299.3,291.6
714.2,2926.0,-7.5,-8.5,93.0,2.82,266.0,10.7,292.5,301.0,293.0
700.0,3076.0,-8.1,-9.2,92.0,2.72,260.0,14.0,293.5,301.7,294.0
693.0,3157.0,-8.4,-9.3,93.0,2.73,258.0,15.6,294.0,302.3,294.5
687.9,3211.0,-8.6,-9.3,95.0,2.75,257.0,16.1,294.4,302.8,294.9
676.0,3347.0,-7.7,-7.7,100.0,3.17,256.0,17.5,296.9,306.6,297.4
663.9,3484.0,-8.3,-8.6,98.0,3.01,254.0,18.8,297.7,307.0,298.3
661.3,3511.0,-8.4,-8.7,98.0,3.0,254.0,19.3,298.0,307.2,298.5
636.9,3800.0,-7.9,-7.9,100.0,3.31,252.0,24.3,301.7,312.1,302.3
635.9,3812.0,-7.9,-7.9,100.0,3.32,252.0,24.5,301.9,312.2,302.5
618.7,4024.0,-9.1,-9.1,100.0,3.11,255.0,26.4,302.9,312.6,303.4
615.8,4063.0,-8.8,-8.8,100.0,3.19,256.0,26.7,303.6,313.7,304.2
609.8,4139.0,-9.2,-9.4,98.0,3.08,257.0,27.4,304.0,313.7,304.6
607.6,4172.0,-9.4,-9.6,98.0,3.04,257.0,28.1,304.1,313.7,304.7
600.0,4272.0,-10.1,-11.5,89.0,2.65,258.0,30.3,304.4,312.8,304.9
