PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
1004.6,43.0,23.7,16.9,66.0,12.17,45.0,4.0,296.5,331.8,298.6
1000.0,84.0,23.3,17.2,68.0,12.44,13.0,3.9,296.5,332.6,298.7
956.0,476.0,20.0,15.5,75.0,11.63,52.0,5.1,297.0,330.8,299.0
942.8,594.0,19.7,15.6,77.0,11.88,45.0,4.5,297.8,332.5,299.9
925.1,761.0,18.8,14.1,74.0,10.99,12.0,4.1,298.5,330.8,300.5
925.0,762.0,18.8,14.1,74.0,10.99,12.0,4.1,298.5,330.8,300.5
905.1,948.0,17.3,14.0,81.0,11.19,355.0,4.4,298.9,331.7,300.9
904.4,953.0,17.3,14.0,81.0,11.15,354.0,4.5,298.9,331.6,300.9
890.8,1084.0,16.9,14.8,87.0,11.96,326.0,2.5,299.8,335.0,302.0
885.8,1134.0,17.6,14.8,84.0,11.99,290.0,1.1,301.0,336.5,303.1
870.9,1275.0,16.5,13.2,81.0,11.02,241.0,2.4,301.4,334.1,303.4
868.0,1304.0,16.3,13.0,81.0,10.94,249.0,2.7,301.4,333.9,303.4
860.7,1376.0,17.2,10.6,65.0,9.38,261.0,3.6,303.0,331.2,304.7
850.0,1485.0,16.2,11.3,73.0,9.94,267.0,4.0,303.1,332.9,304.9
838.2,1601.0,15.2,10.8,75.0,9.75,277.0,4.2,303.3,332.5,305.0
831.3,1673.0,14.6,10.7,77.0,9.73,277.0,4.6,303.3,332.6,305.1
807.4,1917.0,12.7,8.6,76.0,8.73,296.0,5.7,303.9,330.2,305.5
806.6,1928.0,12.6,8.6,76.0,8.72,297.0,5.8,303.9,330.2,305.5
785.4,2151.0,11.2,5.5,68.0,7.24,291.0,6.9,304.7,326.8,306.0
776.6,2244.0,10.8,1.6,53.0,5.52,294.0,7.0,305.2,322.3,306.3
765.2,2367.0,10.2,-3.9,37.0,3.75,297.0,7.0,305.8,317.7,306.5
757.0,2457.0,9.6,-3.9,38.0,3.78,305.0,7.7,306.2,318.1,306.9
747.5,2561.0,9.0,-8.0,29.0,2.8,308.0,7.9,306.6,315.6,307.2
734.2,2709.0,8.2,-13.1,21.0,1.9,293.0,7.0,307.3,313.6,307.7
716.9,2907.0,6.7,-14.4,21.0,1.75,282.0,8.1,307.7,313.5,308.1
711.5,2969.0,6.3,-14.9,20.0,1.69,278.0,8.5,308.0,313.6,308.3
706.6,3025.0,6.0,-13.7,23.0,1.87,278.0,9.2,308.3,314.5,308.7
700.0,3101.0,6.1,-20.8,12.0,1.04,282.0,9.9,309.2,312.7,309.3
699.2,3110.0,6.0,-21.3,12.0,1.0,283.0,9.9,309.2,312.6,309.4
688.0,3241.0,5.1,-22.2,12.0,0.94,292.0,10.4,309.6,312.8,309.7
663.4,3536.0,3.5,-20.9,15.0,1.09,278.0,8.3,311.0,314.7,311.2
659.7,3581.0,3.1,-19.3,17.0,1.26,275.0,8.4,311.1,315.3,311.3
645.6,3755.0,1.7,-16.3,25.0,1.66,270.0,10.4,311.5,317.1,311.8
637.3,3858.0,0.9,-18.3,22.0,1.42,271.0,10.6,311.7,316.5,312.0
632.8,3916.0,0.4,-13.9,33.0,2.07,273.0,10.3,311.7,318.6,312.1
630.4,3945.0,0.1,-13.4,35.0,2.16,274.0,10.3,311.8,318.9,312.2
627.2,3987.0,0.0,-15.3,31.0,1.86,275.0,10.6,312.1,318.3,312.4
624.6,4019.0,-0.1,-18.7,23.0,1.4,277.0,10.9,312.3,317.1,312.6
623.2,4037.0,-0.2,-14.0,34.0,2.07,278.0,11.1,312.5,319.4,312.9
619.9,4080.0,-0.2,-10.3,46.0,2.81,280.0,11.4,312.9,322.1,313.4
606.0,4260.0,-1.4,-8.4,59.0,3.36,284.0,12.1,313.6,324.5,314.2
603.7,4291.0,-1.5,-8.1,61.0,3.44,287.0,12.0,313.7,324.9,314.4
600.0,4339.0,-1.8,-8.8,59.0,3.29,292.0,12.1,313.9,324.7,314.6
595.1,4404.0,-2.2,-9.4,58.0,3.14,297.0,12.3,314.2,324.5,314.8
587.4,4507.0,-2.6,-9.3,60.0,3.22,298.0,11.3,314.9,325.5,315.5
586.1,4525.0,-2.5,-10.0,56.0,3.04,297.0,11.1,315.2,325.3,315.8
583.6,4559.0,-2.3,-15.2,36.0,2.01,296.0,10.5,315.9,322.7,316.3
579.9,4609.0,-2.6,-17.0,32.0,1.74,293.0,9.8,316.2,322.1,316.5
563.9,4830.0,-3.7,-21.1,25.0,1.26,273.0,10.5,317.3,321.7,317.6
553.8,4971.0,-4.8,-20.5,28.0,1.36,264.0,12.1,317.7,322.4,317.9
526.6,5363.0,-8.4,-19.3,41.0,1.57,266.0,16.5,317.9,323.4,318.2
517.7,5494.0,-9.6,-19.2,45.0,1.61,262.0,18.4,318.1,323.7,318.4
511.4,5588.0,-9.6,-17.9,51.0,1.83,259.0,19.6,319.2,325.5,319.5
505.9,5672.0,-10.0,-22.0,37.0,1.3,258.0,18.8,319.7,324.2,319.9
500.2,5760.0,-10.4,-24.1,32.0,1.09,259.0,17.6,320.3,324.2,320.5
500.0,5762.0,-10.4,-24.0,32.0,1.1,259.0,17.6,320.3,324.2,320.5
497.2,5805.0,-10.6,-25.0,30.0,1.01,259.0,17.7,320.6,324.2,320.8
490.7,5905.0,-11.2,-23.2,37.0,1.21,260.0,18.7,321.0,325.3,321.2
481.9,6044.0,-11.8,-25.5,31.0,0.99,259.0,18.5,322.0,325.5,322.2
477.1,6120.0,-11.6,-20.7,47.0,1.54,255.0,17.2,323.2,328.6,323.5
475.6,6145.0,-11.7,-19.7,51.0,1.68,254.0,17.0,323.3,329.2,323.6
474.1,6169.0,-11.8,-19.4,54.0,1.74,254.0,16.8,323.4,329.5,323.7
465.5,6308.0,-13.0,-20.4,54.0,1.63,262.0,18.1,323.7,329.4,324.0
456.2,6461.0,-13.4,-19.7,59.0,1.76,272.0,19.6,325.0,331.2,325.3
452.9,6517.0,-13.6,-20.8,54.0,1.61,275.0,19.6,325.4,331.1,325.7
451.4,6541.0,-13.8,-21.3,53.0,1.55,275.0,19.7,325.6,331.1,325.9
430.3,6902.0,-16.9,-25.3,48.0,1.14,283.0,22.5,326.1,330.2,326.3
429.4,6917.0,-17.0,-25.4,48.0,1.13,283.0,22.6,326.1,330.2,326.3
415.1,7170.0,-19.3,-26.0,56.0,1.11,283.0,23.6,326.3,330.4,326.6
409.3,7273.0,-20.4,-25.1,66.0,1.21,279.0,26.8,326.3,330.6,326.5
407.0,7314.0,-20.4,-24.3,71.0,1.32,278.0,28.1,326.8,331.6,327.1
400.9,7426.0,-20.7,-24.0,74.0,1.37,278.0,29.8,327.8,332.8,328.1
400.0,7443.0,-20.8,-24.2,74.0,1.36,278.0,30.0,327.9,332.8,328.1
396.8,7503.0,-21.3,-24.6,74.0,1.31,278.0,30.7,328.0,332.8,328.3
376.5,7886.0,-23.7,-26.3,80.0,1.19,269.0,35.1,329.7,334.1,329.9
365.4,8104.0,-25.0,-27.5,80.0,1.1,261.0,32.0,330.8,334.8,331.0
