PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
1021.8,43.0,2.4,1.4,93.0,4.13,31.0,2.9,273.9,285.1,274.5
1021.4,57.0,2.6,2.6,100.0,4.51,341.0,1.1,274.1,286.3,274.8
1000.0,226.0,0.8,0.8,100.0,4.05,23.0,5.2,273.9,285.0,274.6
993.0,279.0,0.4,0.4,100.0,3.95,26.0,5.7,274.0,284.9,274.7
982.9,362.0,0.0,0.0,100.0,3.89,33.0,6.2,274.5,285.2,275.1
970.7,466.0,-0.5,-0.5,100.0,3.78,40.0,8.2,274.9,285.3,275.6
934.8,769.0,-2.4,-2.4,100.0,3.43,49.0,10.3,276.0,285.6,276.6
925.0,854.0,-2.7,-2.7,100.0,3.38,52.0,9.9,276.5,286.0,277.1
898.4,1086.0,-3.9,-3.9,100.0,3.19,57.0,9.3,277.6,286.6,278.2
896.0,1107.0,-4.0,-4.0,100.0,3.17,57.0,9.0,277.7,286.7,278.3
887.1,1184.0,-3.0,-3.0,100.0,3.46,60.0,8.3,279.6,289.4,280.2
865.4,1379.0,-3.9,-3.9,100.0,3.3,77.0,7.4,280.6,290.0,281.1
863.1,1400.0,-3.9,-3.9,100.0,3.31,78.0,7.0,280.8,290.2,281.3
855.5,1472.0,-3.8,-3.8,100.0,3.38,82.0,5.9,281.7,291.3,282.2
850.0,1525.0,-4.0,-4.0,100.0,3.34,84.0,5.4,281.9,291.5,282.5
830.5,1706.0,-4.5,-4.5,100.0,3.28,94.0,4.3,283.2,292.7,283.8
827.6,1733.0,-4.5,-4.5,100.0,3.31,96.0,4.1,283.6,293.2,284.2
811.7,1886.0,-4.6,-4.6,100.0,3.35,101.0,2.2,285.0,294.7,285.6
793.4,2066.0,-3.9,-3.9,100.0,3.62,201.0,2.2,287.7,298.3,288.3
785.2,2146.0,-3.5,-3.5,100.0,3.75,215.0,5.1,288.9,299.9,289.6
767.9,2322.0,-2.1,-2.1,100.0,4.27,239.0,9.8,292.3,304.9,293.0
759.7,2407.0,-1.9,-1.9,100.0,4.39,250.0,10.6,293.4,306.4,294.2
755.3,2452.0,-1.9,-1.9,100.0,4.4,255.0,10.9,293.9,306.9,294.7
727.6,2754.0,-3.0,-3.0,100.0,4.21,272.0,12.6,295.8,308.4,296.6
724.1,2794.0,-3.2,-3.2,100.0,4.18,270.0,13.0,296.1,308.6,296.8
700.0,3066.0,-3.1,-3.1,100.0,4.36,273.0,16.6,299.0,312.3,299.8
698.9,3078.0,-3.1,-3.1,100.0,4.36,273.0,16.8,299.2,312.4,300.0
698.4,3083.0,-3.1,-3.1,100.0,4.36,274.0,16.8,299.2,312.5,300.0
676.7,3333.0,-4.2,-4.2,100.0,4.14,270.0,18.2,300.7,313.4,301.4
669.8,3413.0,-4.2,-4.2,100.0,4.18,267.0,20.0,301.6,314.4,302.3
645.8,3700.0,-4.7,-4.7,100.0,4.17,265.0,26.7,304.2,317.1,304.9
639.9,3772.0,-5.0,-5.0,100.0,4.12,266.0,28.2,304.6,317.4,305.4
611.2,4130.0,-7.2,-7.2,100.0,3.65,263.0,30.5,306.1,317.7,306.8
600.0,4274.0,-7.9,-7.9,100.0,3.52,261.0,31.4,306.9,318.1,307.6
582.1,4508.0,-9.1,-9.1,100.0,3.31,258.0,31.7,308.2,318.8,308.9
555.1,4873.0,-11.3,-11.3,100.0,2.91,254.0,32.4,309.8,319.2,310.4
