PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
1013.9,43.0,15.1,-3.9,27.0,2.82,124.0,3.8,287.1,295.4,287.6
1000.0,162.0,14.2,-3.7,29.0,2.91,103.0,6.6,287.3,295.9,287.8
955.7,547.0,10.5,-4.5,34.0,2.86,84.0,10.5,287.4,295.8,287.9
948.3,611.0,9.9,-4.6,36.0,2.86,79.0,11.0,287.4,295.9,287.9
937.5,708.0,10.7,-1.8,42.0,3.56,70.0,11.3,289.1,299.6,289.7
925.0,821.0,9.9,-1.8,44.0,3.62,65.0,9.8,289.5,300.1,290.1
920.0,866.0,9.7,-1.4,46.0,3.74,60.0,8.8,289.7,300.7,290.3
919.0,878.0,10.0,-0.6,47.0,3.97,59.0,8.5,290.1,301.8,290.8
918.2,884.0,10.4,2.0,56.0,4.82,58.0,8.3,290.5,304.6,291.4
916.8,896.0,10.8,3.9,62.0,5.53,56.0,8.0,291.1,307.2,292.1
911.3,948.0,11.4,7.6,77.0,7.19,44.0,6.6,292.2,313.0,293.5
903.7,1018.0,11.5,7.7,77.0,7.3,29.0,5.8,293.0,314.2,294.3
886.4,1181.0,10.4,5.4,71.0,6.36,5.0,6.6,293.5,312.1,294.6
880.3,1241.0,10.6,5.4,70.0,6.41,358.0,6.8,294.3,313.1,295.4
876.6,1276.0,10.8,4.7,66.0,6.12,356.0,6.6,294.8,312.9,295.9
866.6,1372.0,10.2,2.9,61.0,5.46,347.0,5.7,295.2,311.3,296.1
855.2,1479.0,9.9,-4.1,37.0,3.31,341.0,6.7,296.0,306.1,296.6
850.0,1529.0,9.6,-5.8,33.0,2.92,342.0,7.1,296.2,305.1,296.7
845.6,1572.0,9.3,-6.5,32.0,2.78,342.0,6.7,296.3,304.9,296.8
843.8,1589.0,9.3,-7.3,30.0,2.62,341.0,6.5,296.5,304.6,297.0
834.1,1685.0,9.7,-14.0,17.0,1.55,323.0,4.6,297.9,302.9,298.2
823.5,1790.0,8.9,-13.9,18.0,1.59,305.0,4.1,298.2,303.2,298.5
820.4,1819.0,8.6,-8.0,30.0,2.54,308.0,4.0,298.1,306.0,298.6
818.9,1836.0,8.5,-8.0,30.0,2.55,312.0,3.9,298.2,306.1,298.6
814.9,1876.0,8.7,-15.4,16.0,1.41,324.0,3.4,298.8,303.3,299.0
809.8,1927.0,9.1,-19.1,12.0,1.04,346.0,3.2,299.8,303.3,300.0
805.1,1977.0,9.5,-23.9,7.0,0.69,357.0,3.5,300.7,303.0,300.8
789.7,2135.0,8.7,-27.3,6.0,0.52,335.0,3.5,301.5,303.3,301.6
777.7,2262.0,7.5,-27.4,6.0,0.52,327.0,3.5,301.5,303.3,301.6
760.5,2440.0,5.9,-28.2,7.0,0.49,325.0,3.5,301.7,303.4,301.8
746.7,2593.0,5.2,-32.4,5.0,0.34,317.0,2.4,302.6,303.8,302.6
735.6,2714.0,4.7,-44.5,1.0,0.1,269.0,1.5,303.3,303.7,303.4
713.6,2961.0,2.9,-49.7,1.0,0.06,276.0,1.4,304.0,304.2,304.0
700.0,3114.0,1.7,-49.3,1.0,0.06,278.0,1.8,304.4,304.6,304.4
