PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
998.7,43.0,27.9,25.3,86.0,20.72,225.0,2.0,301.2,362.5,304.9
996.1,59.0,27.5,26.5,94.0,22.35,239.0,2.0,301.0,367.2,305.0
979.9,209.0,26.5,26.0,97.0,22.05,2.0,1.5,301.4,366.8,305.3
977.1,230.0,26.2,25.9,98.0,21.98,4.0,1.7,301.3,366.5,305.3
944.2,541.0,24.8,24.8,100.0,21.29,37.0,5.2,302.9,366.4,306.7
925.0,722.0,24.0,24.0,100.0,20.7,26.0,5.5,303.8,365.8,307.6
910.0,869.0,23.6,23.6,100.0,20.53,17.0,5.8,304.9,366.6,308.6
898.5,981.0,23.1,23.1,100.0,20.17,21.0,4.5,305.4,366.2,309.1
877.5,1192.0,21.8,21.8,100.0,19.05,29.0,2.0,306.2,363.7,309.6
870.8,1262.0,21.7,21.7,100.0,19.08,54.0,1.9,306.7,364.5,310.2
868.0,1289.0,21.1,21.1,100.0,18.43,64.0,1.8,306.4,362.1,309.8
850.0,1462.0,20.3,20.3,100.0,17.9,126.0,1.5,307.4,361.7,310.7
844.4,1518.0,20.0,20.0,100.0,17.69,145.0,1.4,307.7,361.4,310.9
836.3,1596.0,19.7,19.7,100.0,17.52,162.0,1.4,308.2,361.5,311.4
820.7,1758.0,19.5,19.4,99.0,17.53,196.0,1.5,309.6,363.3,312.9
812.0,1853.0,18.8,18.8,100.0,17.05,216.0,1.6,309.8,362.1,313.0
802.3,1959.0,18.2,18.1,99.0,16.5,220.0,1.6,310.3,360.9,313.3
793.4,2071.0,18.2,17.2,94.0,15.75,224.0,1.5,311.3,359.8,314.2
789.8,2116.0,17.2,17.2,100.0,15.82,226.0,1.5,310.6,359.2,313.5
785.6,2166.0,16.1,15.8,98.0,14.52,228.0,1.5,309.9,354.4,312.6
783.5,2189.0,16.2,15.6,96.0,14.38,229.0,1.5,310.2,354.4,312.9
781.9,2205.0,16.2,15.1,93.0,13.94,228.0,1.5,310.4,353.3,313.0
777.0,2261.0,17.6,15.9,90.0,14.79,223.0,1.4,312.5,358.3,315.3
771.5,2323.0,18.1,15.4,84.0,14.41,217.0,1.4,313.7,358.5,316.4
752.4,2524.0,16.5,13.8,84.0,13.31,199.0,1.2,314.2,355.7,316.7
741.4,2641.0,15.8,13.1,84.0,12.89,204.0,1.8,314.7,355.1,317.2
727.6,2787.0,14.1,12.2,88.0,12.38,210.0,2.5,314.6,353.3,316.9
722.0,2848.0,14.2,11.7,85.0,12.06,213.0,2.8,315.4,353.3,317.7
721.2,2860.0,14.2,11.7,85.0,12.07,213.0,2.9,315.5,353.4,317.8
713.7,2949.0,13.3,11.0,86.0,11.64,212.0,3.4,315.4,352.0,317.6
708.7,3011.0,13.3,10.5,83.0,11.33,211.0,3.7,316.1,351.8,318.2
700.0,3125.0,12.3,10.0,86.0,11.09,209.0,4.2,316.1,351.1,318.2
699.0,3134.0,12.1,9.8,86.0,10.96,209.0,4.3,316.0,350.5,318.1
694.5,3202.0,11.9,10.1,89.0,11.26,208.0,4.6,316.3,351.9,318.5
688.0,3300.0,11.4,10.0,91.0,11.29,209.0,4.6,316.6,352.3,318.8
681.5,3373.0,10.5,9.6,94.0,11.09,209.0,4.6,316.5,351.5,318.6
676.3,3440.0,10.3,10.2,99.0,11.65,209.0,4.7,317.0,353.8,319.2
672.3,3495.0,10.6,9.5,93.0,11.17,210.0,4.7,317.8,353.3,320.0
669.1,3532.0,10.2,8.9,92.0,10.77,210.0,4.7,317.8,352.1,319.9
666.3,3569.0,10.7,8.4,86.0,10.45,210.0,4.7,318.8,352.1,320.8
664.1,3593.0,10.9,8.1,83.0,10.27,210.0,4.7,319.3,352.2,321.3
660.2,3642.0,10.6,7.6,82.0,9.98,211.0,4.8,319.5,351.5,321.4
636.0,3936.0,7.7,5.6,87.0,9.02,217.0,5.3,319.6,348.6,321.4
634.2,3960.0,7.4,5.3,87.0,8.85,220.0,5.1,319.5,348.0,321.2
606.7,4303.0,5.3,4.0,91.0,8.45,255.0,2.7,321.2,348.5,322.8
604.4,4339.0,4.9,3.7,92.0,8.3,259.0,2.9,321.1,348.0,322.7
601.5,4382.0,5.6,2.8,82.0,7.82,264.0,3.2,322.3,347.8,323.8
600.0,4405.0,5.7,2.3,79.0,7.56,267.0,3.3,322.7,347.4,324.1
595.4,4464.0,5.8,0.3,68.0,6.59,274.0,3.6,323.5,345.2,324.8
592.9,4493.0,6.1,-1.8,57.0,5.67,277.0,3.8,324.2,343.1,325.3
584.8,4603.0,5.5,-5.2,46.0,4.45,291.0,4.5,324.8,339.8,325.7
583.8,4615.0,5.2,-6.1,44.0,4.16,292.0,4.6,324.6,338.6,325.4
580.5,4656.0,4.8,-5.0,49.0,4.55,297.0,4.8,324.7,340.0,325.6
578.0,4690.0,4.3,-3.5,57.0,5.12,299.0,4.9,324.5,341.6,325.5
575.6,4725.0,3.9,-3.5,58.0,5.14,301.0,4.9,324.4,341.6,325.4
572.4,4777.0,3.8,-4.2,56.0,4.9,303.0,5.0,324.8,341.2,325.8
570.7,4794.0,4.2,-7.0,44.0,3.97,304.0,5.0,325.6,339.0,326.3
569.7,4812.0,4.2,-7.9,41.0,3.71,305.0,5.0,325.7,338.3,326.5
556.4,5004.0,3.3,-13.4,28.0,2.45,315.0,5.3,326.9,335.4,327.3
556.2,5009.0,3.3,-13.4,28.0,2.45,315.0,5.3,326.9,335.4,327.4
553.9,5044.0,3.1,-10.3,37.0,3.16,316.0,5.7,327.0,337.9,327.7
545.7,5165.0,2.3,-7.2,49.0,4.09,321.0,6.7,327.5,341.4,328.3
544.4,5188.0,2.3,-7.4,49.0,4.03,321.0,6.9,327.7,341.5,328.5
541.4,5229.0,2.5,-13.7,29.0,2.45,323.0,7.2,328.5,337.1,329.0
538.7,5275.0,2.6,-17.7,21.0,1.77,324.0,7.7,329.1,335.4,329.4
533.7,5351.0,2.3,-18.7,19.0,1.64,327.0,8.3,329.6,335.5,329.9
530.3,5403.0,2.2,-20.1,17.0,1.46,323.0,7.9,330.1,335.4,330.4
523.0,5519.0,1.1,-21.9,16.0,1.27,314.0,6.9,330.0,334.7,330.3
519.0,5577.0,0.9,-18.0,23.0,1.79,309.0,6.5,330.5,337.0,330.9
513.1,5663.0,0.0,-17.5,25.0,1.89,303.0,5.8,330.5,337.3,330.9
511.6,5687.0,-0.2,-17.6,26.0,1.88,301.0,5.6,330.6,337.3,330.9
511.1,5699.0,-0.2,-17.5,26.0,1.9,300.0,5.5,330.6,337.4,331.0
507.3,5762.0,-0.2,-18.6,24.0,1.74,299.0,5.3,331.4,337.6,331.7
