PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
1006.0,43.0,18.5,15.7,84.0,11.24,48.0,2.2,291.2,323.1,293.1
1000.0,104.0,17.9,15.7,87.0,11.28,64.0,3.0,291.1,323.1,293.1
982.7,255.0,16.4,15.0,92.0,10.98,83.0,4.6,291.0,322.1,292.9
960.9,448.0,15.4,14.7,96.0,10.97,100.0,6.7,291.8,323.1,293.7
957.8,475.0,16.8,16.1,96.0,12.11,105.0,6.6,293.6,328.3,295.7
955.1,499.0,17.3,16.1,93.0,12.15,109.0,6.6,294.3,329.2,296.4
949.3,551.0,17.9,15.8,88.0,11.96,118.0,6.9,295.4,329.9,297.5
946.7,574.0,18.0,16.5,91.0,12.55,121.0,7.1,295.7,332.0,297.9
945.4,585.0,18.0,16.5,91.0,12.54,122.0,7.2,295.8,332.1,298.0
928.1,744.0,16.9,15.0,88.0,11.6,115.0,8.2,296.3,330.0,298.4
926.1,763.0,17.1,13.8,81.0,10.77,114.0,8.2,296.6,328.0,298.6
925.0,773.0,17.1,14.1,83.0,10.97,114.0,8.3,296.8,328.7,298.7
921.9,799.0,17.0,13.8,81.0,10.84,113.0,8.4,297.0,328.6,298.9
910.8,903.0,16.3,13.6,84.0,10.77,115.0,8.5,297.3,328.7,299.2
908.0,930.0,16.1,14.0,88.0,11.13,115.0,8.5,297.3,329.8,299.3
905.8,950.0,15.9,14.6,91.0,11.57,115.0,8.6,297.4,331.1,299.4
901.6,988.0,16.5,12.2,76.0,9.96,116.0,8.8,298.4,327.6,300.2
897.8,1023.0,16.5,11.4,72.0,9.5,116.0,8.9,298.7,326.7,300.4
894.0,1059.0,16.2,11.3,73.0,9.47,115.0,8.8,298.8,326.7,300.5
889.4,1104.0,15.9,13.2,84.0,10.78,116.0,8.6,298.9,330.6,300.8
870.5,1287.0,14.3,13.2,93.0,11.03,131.0,8.5,299.0,331.4,301.0
869.4,1299.0,14.2,13.3,94.0,11.12,132.0,8.5,299.1,331.8,301.1
850.0,1488.0,13.4,12.8,97.0,11.02,135.0,8.3,300.1,332.7,302.1
846.5,1520.0,13.3,12.6,96.0,10.92,138.0,8.0,300.4,332.7,302.4
837.7,1613.0,12.4,10.8,90.0,9.74,144.0,7.2,300.4,329.3,302.2
832.8,1662.0,12.4,10.8,90.0,9.82,145.0,7.1,300.9,330.1,302.7
823.0,1760.0,12.4,10.2,87.0,9.56,136.0,7.0,301.9,330.4,303.6
817.3,1819.0,12.3,7.9,75.0,8.21,132.0,7.1,302.4,327.0,303.9
811.2,1882.0,13.5,5.4,58.0,6.96,131.0,7.3,304.3,325.5,305.6
805.6,1939.0,13.4,1.7,45.0,5.38,133.0,7.3,304.8,321.4,305.8
796.7,2033.0,12.8,-0.8,39.0,4.52,136.0,6.9,305.1,319.2,305.9
795.4,2046.0,12.7,-1.3,38.0,4.38,137.0,6.8,305.2,318.9,306.0
786.9,2136.0,12.4,3.2,53.0,6.11,150.0,6.1,305.7,324.6,306.9
762.8,2394.0,10.1,4.4,68.0,6.91,166.0,5.3,306.0,327.2,307.3
753.3,2499.0,9.2,4.5,73.0,7.04,184.0,4.9,306.1,327.7,307.4
749.1,2546.0,9.1,6.7,85.0,8.27,194.0,5.2,306.5,331.8,308.1
743.1,2612.0,8.9,6.7,86.0,8.31,200.0,5.6,307.0,332.5,308.6
730.1,2759.0,7.8,5.7,87.0,7.91,202.0,4.9,307.3,331.6,308.8
726.0,2806.0,7.4,5.3,87.0,7.74,202.0,5.2,307.4,331.2,308.8
712.8,2956.0,6.7,3.1,78.0,6.73,207.0,6.6,308.2,329.1,309.5
702.5,3075.0,5.8,3.7,87.0,7.14,213.0,6.0,308.5,330.6,309.8
700.0,3105.0,5.6,3.4,86.0,7.01,213.0,6.0,308.7,330.4,310.0
697.0,3141.0,5.4,2.9,84.0,6.77,213.0,5.8,308.8,329.9,310.1
676.4,3384.0,3.5,1.5,87.0,6.34,207.0,5.4,309.3,329.1,310.5
665.2,3518.0,3.1,0.4,83.0,5.95,209.0,5.8,310.3,329.0,311.4
648.3,3727.0,1.8,-1.3,80.0,5.38,210.0,5.7,311.2,328.3,312.2
639.8,3832.0,1.7,-2.8,72.0,4.85,208.0,6.4,312.2,327.7,313.1
634.2,3904.0,1.1,-3.2,73.0,4.75,205.0,6.9,312.4,327.6,313.3
621.9,4061.0,0.1,-4.1,73.0,4.53,219.0,7.1,313.0,327.5,313.8
621.1,4072.0,0.0,-4.1,74.0,4.55,222.0,7.2,313.0,327.6,313.8
611.4,4198.0,-0.8,-2.5,88.0,5.21,232.0,8.6,313.5,330.1,314.4
605.4,4276.0,-1.5,-2.5,92.0,5.25,223.0,9.3,313.6,330.4,314.6
600.1,4346.0,-2.0,-2.7,95.0,5.24,218.0,9.9,313.7,330.5,314.7
600.0,4348.0,-2.0,-2.7,95.0,5.25,218.0,9.9,313.7,330.5,314.7
580.0,4617.0,-3.0,-3.4,97.0,5.12,226.0,10.3,315.7,332.2,316.6
577.6,4652.0,-3.2,-3.7,96.0,5.05,229.0,10.4,315.8,332.1,316.8
550.0,5034.0,-5.7,-6.9,91.0,4.15,249.0,11.7,317.3,330.9,318.1
524.7,5406.0,-7.9,-9.9,85.0,3.43,270.0,9.3,319.0,330.4,319.6
521.7,5450.0,-8.2,-10.8,82.0,3.23,268.0,9.3,319.1,329.8,319.7
500.7,5771.0,-9.5,-12.0,82.0,3.05,280.0,11.8,321.3,331.6,321.9
500.0,5782.0,-9.5,-12.0,82.0,3.04,280.0,11.9,321.4,331.6,322.0
498.2,5809.0,-9.4,-12.1,81.0,3.05,282.0,12.5,321.8,332.1,322.4
489.8,5941.0,-10.3,-12.9,81.0,2.9,283.0,14.0,322.3,332.2,322.9
488.7,5959.0,-10.0,-12.4,83.0,3.03,282.0,14.1,322.9,333.2,323.5
476.3,6157.0,-11.3,-13.0,87.0,2.94,273.0,15.6,323.7,333.7,324.3
461.6,6398.0,-12.8,-14.5,87.0,2.69,260.0,16.7,324.7,334.0,325.2
452.8,6547.0,-13.3,-14.9,88.0,2.66,249.0,19.6,325.8,335.0,326.4
447.1,6642.0,-13.5,-15.0,88.0,2.66,244.0,21.4,326.8,336.0,327.3
430.3,6932.0,-15.6,-16.8,91.0,2.4,242.0,24.2,327.7,336.1,328.2
428.9,6959.0,-15.7,-16.8,92.0,2.4,243.0,24.4,327.9,336.3,328.3
406.6,7356.0,-17.6,-18.8,90.0,2.13,251.0,27.8,330.5,338.0,330.9
400.0,7479.0,-18.3,-19.6,90.0,2.02,251.0,29.0,331.1,338.3,331.5
384.3,7775.0,-19.9,-21.3,89.0,1.81,249.0,30.9,332.8,339.3,333.2
354.0,8381.0,-24.1,-26.3,82.0,1.26,250.0,30.5,335.1,339.8,335.3
334.8,8786.0,-27.1,-29.5,80.0,1.0,250.0,32.9,336.3,340.1,336.5
322.1,9060.0,-29.0,-31.6,79.0,0.85,257.0,36.4,337.4,340.6,337.6
316.4,9188.0,-29.7,-32.3,78.0,0.8,256.0,39.3,338.3,341.4,338.4
314.6,9232.0,-29.9,-32.6,78.0,0.79,257.0,40.0,338.5,341.5,338.6
300.0,9566.0,-32.5,-35.7,73.0,0.61,258.0,44.7,339.4,341.8,339.5
298.6,9599.0,-32.8,-35.9,74.0,0.6,258.0,44.8,339.4,341.8,339.6
270.8,10278.0,-38.2,-42.0,67.0,0.35,259.0,48.3,341.3,342.7,341.3
264.0,10453.0,-40.1,-44.2,65.0,0.29,260.0,47.0,341.0,342.2,341.1
250.0,10821.0,-43.2,-47.1,66.0,0.22,261.0,49.2,341.6,342.5,341.7
248.8,10851.0,-43.7,-47.6,65.0,0.21,261.0,49.3,341.4,342.3,341.5
248.7,10857.0,-43.7,-47.6,65.0,0.21,261.0,49.3,341.5,342.4,341.6
247.5,10890.0,-43.7,-47.5,66.0,0.21,262.0,49.6,342.0,342.9,342.0
245.9,10930.0,-44.3,-48.0,67.0,0.2,263.0,50.2,341.7,342.5,341.7
239.3,11118.0,-45.6,-49.5,65.0,0.18,263.0,53.1,342.4,343.2,342.5
236.6,11191.0,-45.8,-50.4,60.0,0.16,264.0,54.0,343.2,343.9,343.2
235.0,11240.0,-45.6,-51.2,53.0,0.15,266.0,54.2,344.1,344.7,344.1
230.3,11371.0,-45.9,-55.6,33.0,0.09,268.0,52.8,345.7,346.1,345.8
226.7,11476.0,-47.0,-58.8,25.0,0.06,267.0,51.7,345.6,345.9,345.7
221.5,11630.0,-47.1,-62.0,17.0,0.04,266.0,53.3,347.7,347.9,347.7
215.6,11806.0,-48.4,-64.8,14.0,0.03,269.0,52.1,348.4,348.6,348.4
211.6,11928.0,-48.2,-66.4,11.0,0.02,268.0,52.0,350.6,350.7,350.6
206.0,12104.0,-49.3,-68.7,9.0,0.02,270.0,53.8,351.5,351.6,351.5
202.3,12231.0,-49.1,-69.7,8.0,0.02,274.0,53.1,353.7,353.7,353.7
200.0,12305.0,-49.9,-70.4,8.0,0.02,276.0,52.9,353.6,353.6,353.6
199.2,12333.0,-50.2,-71.1,7.0,0.01,276.0,52.7,353.6,353.6,353.6
195.9,12441.0,-50.5,-70.8,8.0,0.01,277.0,53.7,354.8,354.9,354.8
195.0,12468.0,-50.9,-70.9,8.0,0.01,277.0,54.2,354.6,354.7,354.6
193.2,12529.0,-51.5,-71.4,8.0,0.01,277.0,54.8,354.5,354.6,354.5
188.4,12689.0,-52.4,-72.4,8.0,0.01,279.0,50.9,355.7,355.7,355.7
187.2,12732.0,-53.0,-73.0,7.0,0.01,280.0,49.8,355.4,355.4,355.4
186.5,12757.0,-52.6,-73.3,7.0,0.01,280.0,49.1,356.3,356.4,356.3
185.6,12788.0,-53.0,-74.0,6.0,0.01,281.0,48.5,356.1,356.2,356.1
183.2,12875.0,-52.8,-74.3,6.0,0.01,283.0,46.6,357.9,357.9,357.9
182.9,12888.0,-53.0,-74.3,6.0,0.01,284.0,46.3,357.7,357.8,357.7
182.1,12912.0,-52.6,-73.6,6.0,0.01,284.0,45.6,358.8,358.9,358.8
177.9,13062.0,-52.9,-74.2,6.0,0.01,282.0,41.6,360.7,360.8,360.7
177.4,13083.0,-53.4,-75.0,6.0,0.01,281.0,41.2,360.1,360.1,360.1
176.5,13113.0,-53.1,-75.2,5.0,0.01,281.0,40.7,361.2,361.3,361.2
175.6,13142.0,-53.7,-76.3,5.0,0.01,280.0,40.5,360.7,360.8,360.7
174.8,13173.0,-53.3,-76.4,5.0,0.01,280.0,40.1,361.8,361.9,361.8
174.2,13196.0,-53.9,-77.2,4.0,0.01,280.0,39.8,361.2,361.3,361.2
173.5,13226.0,-53.7,-77.4,4.0,0.01,279.0,39.4,362.0,362.0,362.0
172.3,13271.0,-54.0,-77.6,4.0,0.01,278.0,38.5,362.2,362.2,362.2
170.0,13356.0,-54.7,-78.1,4.0,0.01,275.0,36.4,362.5,362.5,362.5
169.2,13387.0,-54.4,-78.2,4.0,0.01,273.0,35.6,363.4,363.4,363.4
167.2,13464.0,-55.2,-79.0,4.0,0.01,270.0,34.5,363.3,363.3,363.3
166.4,13496.0,-54.9,-79.0,4.0,0.01,269.0,34.4,364.4,364.4,364.4
162.5,13644.0,-56.5,-80.8,3.0,0.0,268.0,35.5,364.1,364.2,364.1
161.2,13695.0,-56.9,-81.1,3.0,0.0,267.0,36.4,364.2,364.3,364.2
158.0,13824.0,-57.9,-82.4,3.0,0.0,266.0,38.2,364.7,364.7,364.7
157.4,13849.0,-57.7,-82.1,3.0,0.0,266.0,38.4,365.4,365.4,365.4
155.7,13917.0,-58.6,-82.9,3.0,0.0,265.0,38.9,365.1,365.1,365.1
154.0,13984.0,-58.7,-82.4,4.0,0.0,264.0,38.6,366.0,366.0,366.0
153.1,14024.0,-59.4,-83.6,3.0,0.0,264.0,38.2,365.4,365.4,365.4
152.1,14065.0,-59.4,-84.0,3.0,0.0,265.0,37.4,366.1,366.1,366.1
150.0,14150.0,-60.2,-84.4,3.0,0.0,267.0,36.5,366.1,366.1,366.1
148.1,14232.0,-60.6,-85.2,3.0,0.0,268.0,35.9,366.7,366.7,366.7
145.2,14354.0,-62.0,-86.4,3.0,0.0,270.0,35.7,366.5,366.5,366.5
141.4,14523.0,-62.1,-85.6,3.0,0.0,271.0,34.9,369.1,369.1,369.1
139.8,14598.0,-62.2,-86.0,3.0,0.0,270.0,33.7,370.2,370.2,370.2
137.8,14685.0,-63.0,-87.2,3.0,0.0,269.0,33.0,370.2,370.2,370.2
137.1,14713.0,-62.7,-86.8,3.0,0.0,269.0,32.6,371.2,371.2,371.2
134.6,14825.0,-63.3,-87.7,3.0,0.0,270.0,31.5,372.3,372.3,372.3
129.9,15043.0,-65.2,-90.2,2.0,0.0,270.0,31.8,372.5,372.5,372.5
129.1,15082.0,-65.0,-90.4,2.0,0.0,270.0,31.7,373.6,373.6,373.6
128.5,15110.0,-65.6,-91.0,2.0,0.0,270.0,31.6,373.0,373.0,373.0
126.7,15193.0,-65.7,-90.9,2.0,0.0,269.0,31.1,374.3,374.3,374.3
122.4,15411.0,-67.5,-92.9,2.0,0.0,270.0,32.9,374.8,374.8,374.8
122.1,15422.0,-67.5,-93.0,2.0,0.0,270.0,33.0,375.0,375.0,375.0
120.8,15491.0,-67.6,-92.5,2.0,0.0,271.0,33.1,375.9,375.9,375.9
119.9,15533.0,-68.4,-93.5,2.0,0.0,272.0,32.7,375.3,375.3,375.3
117.3,15651.0,-68.1,-93.7,2.0,0.0,273.0,31.2,378.2,378.2,378.2
116.9,15670.0,-67.4,-93.0,2.0,0.0,273.0,30.8,379.9,379.9,379.9
116.4,15703.0,-67.6,-93.0,2.0,0.0,272.0,30.4,380.0,380.0,380.0
115.2,15770.0,-67.0,-92.5,2.0,0.0,268.0,29.4,382.2,382.2,382.2
114.7,15802.0,-67.6,-93.1,2.0,0.0,266.0,28.8,381.6,381.6,381.6
114.0,15842.0,-67.2,-93.3,2.0,0.0,265.0,28.5,383.0,383.0,383.0
113.3,15879.0,-67.3,-93.4,2.0,0.0,262.0,28.1,383.4,383.4,383.4
112.6,15909.0,-67.3,-93.1,2.0,0.0,261.0,27.7,384.1,384.2,384.1
112.4,15923.0,-66.9,-92.8,2.0,0.0,261.0,27.5,385.2,385.2,385.2
111.1,15993.0,-67.0,-93.4,2.0,0.0,260.0,26.8,386.1,386.1,386.1
107.8,16178.0,-68.6,-95.2,1.0,0.0,258.0,25.3,386.5,386.5,386.5
107.1,16218.0,-69.4,-96.5,1.0,0.0,258.0,25.3,385.7,385.7,385.7
104.9,16349.0,-70.0,-98.1,1.0,0.0,262.0,24.7,386.8,386.8,386.8
103.6,16411.0,-70.9,-98.9,1.0,0.0,264.0,23.9,386.6,386.6,386.6
102.5,16482.0,-70.9,-98.9,1.0,0.0,264.0,22.7,387.8,387.8,387.8
101.7,16522.0,-71.5,-99.4,1.0,0.0,264.0,22.2,387.4,387.4,387.4
101.3,16550.0,-71.1,-99.1,1.0,0.0,264.0,21.5,388.6,388.6,388.6
100.2,16614.0,-71.9,-99.7,1.0,0.0,261.0,20.7,388.2,388.2,388.2
