PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
1028.0,43.0,1.8,-2.7,72.0,3.04,343.0,3.3,272.8,281.2,273.3
1001.8,268.0,0.0,-3.3,78.0,2.99,327.0,5.9,273.0,281.3,273.5
1000.0,281.0,-0.1,-3.4,79.0,2.98,328.0,6.0,273.0,281.3,273.5
978.4,457.0,-1.9,-4.6,82.0,2.78,333.0,7.8,273.0,280.7,273.4
965.4,564.0,-2.6,-5.5,81.0,2.62,329.0,8.0,273.3,280.6,273.7
925.0,901.0,-5.6,-7.6,86.0,2.34,341.0,8.3,273.6,280.2,274.0
924.4,906.0,-5.6,-7.6,86.0,2.34,341.0,8.4,273.6,280.2,274.0
884.1,1252.0,-8.6,-9.4,94.0,2.12,328.0,8.9,274.0,280.0,274.4
873.4,1349.0,-9.3,-9.9,95.0,2.06,334.0,9.2,274.3,280.1,274.6
866.0,1413.0,-10.0,-11.4,90.0,1.85,341.0,9.5,274.2,279.5,274.5
858.7,1479.0,-9.0,-13.0,73.0,1.64,343.0,10.4,275.9,280.6,276.2
851.2,1547.0,-8.6,-13.6,67.0,1.57,337.0,11.7,277.0,281.6,277.3
850.0,1558.0,-8.7,-13.7,67.0,1.56,335.0,12.0,277.1,281.6,277.3
845.8,1598.0,-8.3,-14.5,61.0,1.47,330.0,12.8,277.8,282.1,278.1
842.9,1622.0,-7.4,-14.8,56.0,1.44,327.0,13.3,279.0,283.3,279.2
840.5,1643.0,-7.3,-14.6,56.0,1.47,325.0,13.6,279.3,283.7,279.6
835.7,1689.0,-7.3,-13.7,60.0,1.59,322.0,14.2,279.9,284.5,280.1
833.9,1705.0,-6.9,-12.5,64.0,1.75,321.0,14.4,280.4,285.6,280.7
831.0,1733.0,-6.5,-13.4,58.0,1.63,320.0,14.7,281.1,285.9,281.4
827.0,1771.0,-6.7,-15.5,50.0,1.38,319.0,15.0,281.3,285.4,281.5
817.6,1861.0,-7.2,-16.5,47.0,1.29,320.0,15.7,281.7,285.6,282.0
804.7,1982.0,-6.9,-23.5,25.0,0.72,322.0,14.3,283.3,285.5,283.4
801.7,2012.0,-6.2,-29.8,14.0,0.4,322.0,13.9,284.3,285.6,284.4
