PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
1029.7,43.0,0.1,-0.9,93.0,3.47,360.0,3.0,271.0,280.4,271.5
1028.4,52.0,0.0,-0.7,95.0,3.53,360.0,3.0,271.0,280.6,271.6
1020.1,113.0,-0.6,-2.0,90.0,3.23,352.0,3.3,271.0,279.8,271.5
1010.6,194.0,-1.3,-2.5,92.0,3.14,343.0,3.5,271.0,279.6,271.5
1000.0,277.0,-2.0,-3.0,93.0,3.06,346.0,3.9,271.1,279.5,271.7
978.7,440.0,-3.4,-3.8,97.0,2.95,352.0,4.8,271.4,279.5,271.9
970.8,511.0,-3.8,-4.1,98.0,2.9,355.0,5.1,271.6,279.6,272.1
948.4,693.0,-4.8,-5.0,98.0,2.78,16.0,6.8,272.4,280.1,272.9
938.1,784.0,-4.5,-4.9,97.0,2.83,26.0,7.7,273.6,281.5,274.1
933.6,822.0,-3.6,-3.9,98.0,3.07,31.0,8.0,274.9,283.4,275.4
932.5,833.0,-3.6,-3.9,98.0,3.07,32.0,8.1,275.0,283.5,275.5
925.0,893.0,-3.2,-3.5,98.0,3.19,38.0,7.6,276.0,284.9,276.6
924.4,902.0,-3.1,-3.3,99.0,3.24,39.0,7.5,276.2,285.2,276.7
896.5,1145.0,-4.1,-4.4,98.0,3.08,64.0,5.2,277.6,286.2,278.1
865.3,1429.0,-5.4,-5.9,96.0,2.84,107.0,4.4,279.0,287.1,279.5
862.0,1455.0,-5.3,-5.8,96.0,2.88,111.0,4.3,279.5,287.7,279.9
852.8,1532.0,-4.7,-5.1,97.0,3.07,130.0,4.2,280.9,289.7,281.5
850.0,1560.0,-4.2,-4.5,98.0,3.22,137.0,4.1,281.7,290.9,282.3
848.0,1574.0,-4.0,-4.3,98.0,3.28,140.0,4.1,282.1,291.5,282.7
828.0,1772.0,-4.0,-4.4,97.0,3.33,187.0,3.8,284.1,293.7,284.6
811.3,1938.0,-3.9,-4.2,98.0,3.45,224.0,6.6,285.8,295.8,286.4
807.1,1981.0,-3.0,-3.0,100.0,3.8,233.0,7.4,287.2,298.2,287.9
802.3,2029.0,-2.8,-2.9,99.0,3.85,244.0,8.2,287.9,299.1,288.6
795.4,2094.0,-1.5,-1.5,100.0,4.31,258.0,9.3,290.0,302.6,290.8
793.0,2115.0,-1.1,-1.1,100.0,4.45,257.0,9.6,290.7,303.7,291.5
763.8,2415.0,-2.2,-2.3,99.0,4.23,248.0,13.5,292.6,305.2,293.4
760.9,2447.0,-2.3,-2.4,99.0,4.21,249.0,13.6,292.8,305.3,293.6
749.1,2576.0,-1.6,-1.6,100.0,4.54,252.0,13.8,294.9,308.5,295.7
