PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
1000.5,43.0,30.7,25.5,74.0,20.93,203.0,2.0,303.8,366.5,307.6
1000.0,48.0,30.7,25.4,73.0,20.82,203.0,2.1,303.9,366.2,307.6
994.1,79.0,30.5,23.6,67.0,18.74,208.0,2.7,304.2,360.3,307.6
979.8,214.0,28.9,22.1,67.0,17.33,230.0,5.4,303.8,355.6,307.0
977.4,237.0,30.4,21.9,61.0,17.16,232.0,5.3,305.5,357.2,308.7
971.3,288.0,30.8,21.1,56.0,16.42,237.0,5.3,306.5,356.2,309.5
944.0,554.0,29.9,20.5,57.0,16.28,261.0,4.9,308.1,357.7,311.1
929.2,700.0,29.1,20.1,58.0,16.13,268.0,5.2,308.7,357.9,311.6
925.0,747.0,29.3,19.8,57.0,15.9,270.0,5.2,309.3,357.9,312.2
920.1,796.0,29.3,19.0,54.0,15.19,272.0,5.3,309.7,356.3,312.5
910.5,892.0,28.6,19.4,58.0,15.76,276.0,5.5,309.9,358.3,312.9
904.2,953.0,28.1,19.4,59.0,15.87,274.0,5.3,310.0,358.8,313.0
893.2,1060.0,27.7,17.9,55.0,14.6,272.0,4.8,310.7,355.7,313.4
867.1,1325.0,25.6,16.8,58.0,14.01,263.0,4.1,311.2,354.4,313.8
850.0,1496.0,24.2,14.8,56.0,12.55,256.0,3.9,311.5,350.3,313.8
838.1,1615.0,23.3,13.6,54.0,11.76,252.0,3.8,311.8,348.3,314.0
822.9,1765.0,21.8,13.5,59.0,11.9,248.0,3.8,311.8,348.7,314.1
810.8,1898.0,21.1,11.5,54.0,10.57,245.0,3.9,312.4,345.3,314.4
806.5,1942.0,20.9,10.6,52.0,10.0,247.0,3.7,312.7,343.9,314.6
803.1,1981.0,20.4,11.6,57.0,10.75,250.0,3.5,312.5,346.0,314.5
792.3,2103.0,19.3,11.9,62.0,11.12,256.0,2.9,312.6,347.2,314.7
784.7,2186.0,18.7,10.9,60.0,10.5,261.0,2.5,312.8,345.5,314.8
780.4,2231.0,18.2,12.0,67.0,11.37,263.0,2.3,312.7,348.1,314.9
776.8,2269.0,17.7,11.6,67.0,11.12,261.0,2.4,312.6,347.2,314.7
761.7,2435.0,16.7,10.3,66.0,10.39,253.0,2.7,313.3,345.8,315.3
752.5,2535.0,15.7,10.5,71.0,10.66,247.0,2.9,313.3,346.6,315.3
750.8,2563.0,15.7,10.2,70.0,10.47,246.0,3.0,313.5,346.2,315.5
748.0,2590.0,15.6,9.1,65.0,9.75,246.0,3.0,313.7,344.3,315.6
742.9,2651.0,15.3,8.9,66.0,9.69,245.0,3.0,314.0,344.4,315.8
721.8,2895.0,13.3,8.3,72.0,9.57,243.0,3.1,314.4,344.5,316.2
718.1,2939.0,13.0,8.1,72.0,9.49,242.0,3.0,314.5,344.4,316.3
711.6,3016.0,12.9,7.5,70.0,9.19,240.0,3.0,315.3,344.3,317.0
700.0,3160.0,11.8,6.6,70.0,8.78,236.0,2.9,315.5,343.3,317.2
694.2,3228.0,11.5,6.1,69.0,8.55,234.0,2.9,315.9,343.1,317.6
693.8,3233.0,11.4,6.0,69.0,8.49,234.0,2.9,315.9,342.8,317.5
691.5,3261.0,11.5,6.1,69.0,8.58,232.0,3.0,316.3,343.5,317.9
689.0,3294.0,11.6,4.5,62.0,7.69,230.0,3.1,316.7,341.3,318.2
682.2,3378.0,11.0,3.8,61.0,7.39,225.0,3.3,317.0,340.6,318.4
678.9,3417.0,10.9,2.0,54.0,6.53,223.0,3.4,317.3,338.3,318.5
663.7,3607.0,9.6,2.6,62.0,6.98,213.0,3.8,317.9,340.3,319.2
640.9,3897.0,7.8,0.9,62.0,6.39,197.0,3.5,319.0,339.8,320.3
632.4,4009.0,7.4,0.6,62.0,6.34,200.0,3.8,319.8,340.4,321.0
615.5,4232.0,5.9,-1.1,61.0,5.75,205.0,4.2,320.6,339.4,321.7
600.0,4436.0,4.5,-2.7,60.0,5.24,195.0,2.9,321.3,338.5,322.3
595.0,4503.0,4.1,-3.4,58.0,5.01,192.0,2.5,321.6,338.2,322.6
590.0,4574.0,3.4,-4.3,57.0,4.72,189.0,2.1,321.5,337.2,322.5
576.8,4761.0,2.0,-6.6,53.0,4.05,170.0,2.5,322.0,335.5,322.8
574.9,4785.0,1.9,-6.8,52.0,4.0,167.0,2.6,322.2,335.6,323.0
573.3,4808.0,2.1,-9.6,42.0,3.22,165.0,2.6,322.7,333.6,323.3
572.0,4832.0,2.0,-11.2,37.0,2.84,163.0,2.7,322.8,332.5,323.3
570.2,4861.0,2.0,-11.7,35.0,2.74,160.0,2.7,323.1,332.4,323.6
565.6,4926.0,1.4,-9.6,44.0,3.27,153.0,2.9,323.1,334.2,323.7
563.2,4955.0,1.0,-7.6,53.0,3.84,161.0,2.7,323.0,335.9,323.8
555.9,5061.0,0.5,-8.2,52.0,3.71,190.0,1.9,323.6,336.2,324.4
551.1,5126.0,0.5,-12.7,36.0,2.62,208.0,1.4,324.4,333.5,325.0
542.9,5247.0,0.0,-11.4,42.0,2.95,240.0,0.6,325.2,335.4,325.8
542.8,5249.0,0.0,-11.4,42.0,2.95,242.0,0.5,325.3,335.4,325.8
540.5,5279.0,0.0,-11.4,42.0,2.96,250.0,0.3,325.6,335.8,326.2
538.4,5314.0,0.1,-11.8,40.0,2.88,250.0,0.4,326.1,336.1,326.7
535.2,5361.0,0.3,-16.2,28.0,2.02,251.0,0.5,326.9,334.0,327.3
534.0,5378.0,0.4,-16.1,28.0,2.04,251.0,0.6,327.3,334.5,327.7
528.3,5466.0,-0.1,-19.5,22.0,1.55,252.0,0.8,327.7,333.2,328.0
522.5,5554.0,0.1,-23.4,15.0,1.11,252.0,1.0,328.9,333.0,329.2
520.3,5590.0,-0.2,-21.1,19.0,1.37,253.0,1.1,329.0,333.9,329.2
517.5,5631.0,-0.6,-22.4,17.0,1.23,253.0,1.3,329.0,333.5,329.2
515.5,5660.0,-0.7,-22.6,17.0,1.21,251.0,1.2,329.2,333.7,329.5
512.8,5707.0,-1.1,-17.3,28.0,1.92,248.0,1.2,329.2,336.1,329.6
510.6,5742.0,-1.2,-17.9,27.0,1.83,246.0,1.1,329.5,336.1,329.9
