PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
1024.1,43.0,4.2,2.4,88.0,4.44,76.0,4.5,275.5,287.6,276.2
1023.2,56.0,4.3,3.4,94.0,4.76,25.0,3.4,275.6,288.6,276.4
1000.0,242.0,2.4,1.8,96.0,4.36,38.0,5.9,275.6,287.5,276.3
986.0,356.0,1.3,1.3,100.0,4.27,42.0,6.3,275.6,287.3,276.3
963.2,543.0,0.1,0.1,100.0,4.0,44.0,8.4,276.2,287.3,276.9
955.8,606.0,0.0,0.0,100.0,4.0,49.0,8.6,276.7,287.8,277.4
925.0,873.0,-1.4,-1.4,100.0,3.73,60.0,9.2,277.9,288.3,278.5
924.4,878.0,-1.4,-1.4,100.0,3.72,61.0,9.2,277.9,288.3,278.5
903.3,1065.0,-2.2,-2.2,100.0,3.6,79.0,10.5,278.9,289.1,279.6
896.1,1127.0,-2.0,-2.0,100.0,3.67,84.0,10.7,279.7,290.1,280.4
888.8,1192.0,-2.5,-2.5,100.0,3.59,92.0,11.8,280.0,290.1,280.6
884.8,1227.0,-2.6,-2.6,100.0,3.55,96.0,12.8,280.1,290.2,280.7
861.9,1445.0,-1.7,-1.7,100.0,3.91,121.0,11.5,283.2,294.4,283.9
856.5,1497.0,-2.0,-2.0,100.0,3.87,128.0,10.8,283.5,294.5,284.1
850.0,1559.0,-1.7,-1.7,100.0,3.98,138.0,10.2,284.4,295.8,285.1
835.6,1693.0,-1.8,-1.8,100.0,4.0,156.0,9.6,285.6,297.1,286.3
825.6,1790.0,-0.8,-0.8,100.0,4.39,171.0,10.5,287.7,300.4,288.5
820.5,1839.0,-0.1,-0.1,100.0,4.64,182.0,10.6,289.0,302.4,289.8
804.3,1998.0,0.1,0.1,100.0,4.81,214.0,11.2,290.8,304.9,291.7
795.7,2081.0,0.2,0.2,100.0,4.87,221.0,12.7,291.8,306.1,292.6
789.0,2148.0,0.6,0.6,100.0,5.05,225.0,13.7,292.9,307.7,293.8
769.0,2356.0,0.2,0.2,100.0,5.03,235.0,16.0,294.6,309.5,295.5
743.9,2615.0,0.0,0.0,100.0,5.15,249.0,16.6,297.3,312.7,298.2
729.9,2764.0,-0.2,-0.2,100.0,5.17,257.0,17.7,298.6,314.2,299.6
720.3,2870.0,-0.8,-0.8,100.0,5.03,258.0,18.8,299.2,314.3,300.1
700.0,3096.0,-1.7,-1.7,100.0,4.84,259.0,21.0,300.6,315.3,301.5
697.3,3126.0,-1.8,-1.8,100.0,4.79,260.0,21.0,300.7,315.3,301.6
685.0,3267.0,-2.6,-2.6,100.0,4.61,261.0,20.5,301.4,315.5,302.2
672.8,3409.0,-3.0,-3.0,100.0,4.56,260.0,23.2,302.5,316.6,303.4
663.2,3523.0,-3.0,-3.0,100.0,4.64,259.0,23.9,303.8,318.2,304.7
650.4,3678.0,-3.6,-3.6,100.0,4.49,258.0,24.4,304.7,318.7,305.6
628.9,3942.0,-4.8,-4.8,100.0,4.27,260.0,23.1,306.4,319.8,307.2
606.5,4226.0,-6.4,-6.4,100.0,3.92,260.0,24.8,307.7,320.1,308.5
600.0,4309.0,-6.8,-6.8,100.0,3.82,259.0,24.6,308.2,320.3,308.9
570.7,4698.0,-9.1,-9.1,100.0,3.37,259.0,24.1,310.0,320.8,310.6
521.7,5384.0,-13.6,-13.9,98.0,2.51,253.0,24.6,312.6,320.8,313.0
516.5,5461.0,-14.0,-14.1,99.0,2.5,253.0,24.6,313.0,321.2,313.5
500.8,5694.0,-16.3,-17.1,93.0,1.99,258.0,23.8,313.0,319.7,313.4
500.5,5699.0,-16.3,-17.2,93.0,1.98,258.0,23.8,313.0,319.6,313.4
500.0,5705.0,-16.4,-17.3,93.0,1.97,258.0,23.8,313.0,319.6,313.4
480.6,6002.0,-18.5,-19.5,92.0,1.7,253.0,24.2,314.0,319.7,314.3
475.0,6088.0,-19.2,-20.5,90.0,1.58,253.0,25.9,314.1,319.5,314.4
472.2,6132.0,-19.9,-21.5,87.0,1.45,255.0,26.5,313.8,318.8,314.1
