datetime_beijing,date,hour_beijing,timestamp_original,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,weather_code,pressure_msl,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m,visibility,is_day,weather_description
2026-03-16 00:00,2026-03-16,0,2026-03-16T00:00,11.8,81,8.7,10.9,0.0,0.0,0.0,3,1026.0,1024.5,100,3.8,49,7.2,24140.0,0,多云
2026-03-16 01:00,2026-03-16,1,2026-03-16T01:00,11.6,85,9.2,10.8,0.0,0.0,0.0,3,1025.4,1023.9,100,4.3,42,7.9,24140.0,0,多云
2026-03-16 02:00,2026-03-16,2,2026-03-16T02:00,11.4,86,9.2,10.5,0.0,0.0,0.0,3,1025.1,1023.6,100,4.8,42,10.1,24140.0,0,多云
2026-03-16 03:00,2026-03-16,3,2026-03-16T03:00,11.4,85,9.0,10.4,0.0,0.0,0.0,3,1024.3,1022.8,100,4.8,48,9.4,24140.0,0,多云
2026-03-16 04:00,2026-03-16,4,2026-03-16T04:00,11.2,86,9.0,10.2,0.0,0.0,0.0,3,1023.9,1022.4,100,5.6,50,10.8,24140.0,0,多云
2026-03-16 05:00,2026-03-16,5,2026-03-16T05:00,11.1,87,9.0,10.1,0.0,0.0,0.0,3,1023.6,1022.1,100,5.4,53,10.4,24140.0,0,多云
2026-03-16 06:00,2026-03-16,6,2026-03-16T06:00,11.0,88,9.1,10.0,0.0,0.0,0.0,3,1023.2,1021.7,99,5.4,53,10.4,24140.0,0,多云
2026-03-16 07:00,2026-03-16,7,2026-03-16T07:00,11.0,89,9.3,10.3,0.0,0.0,0.0,3,1023.5,1022.0,97,3.6,37,10.4,24140.0,1,多云
2026-03-16 08:00,2026-03-16,8,2026-03-16T08:00,11.6,87,9.5,10.7,0.0,0.0,0.0,3,1023.5,1022.0,99,5.2,65,7.9,24140.0,1,多云
2026-03-16 09:00,2026-03-16,9,2026-03-16T09:00,12.1,85,9.7,11.2,0.0,0.0,0.0,3,1023.7,1022.2,98,5.7,72,11.2,24140.0,1,多云
2026-03-16 10:00,2026-03-16,10,2026-03-16T10:00,12.6,83,9.8,11.8,0.0,0.0,0.0,3,1023.5,1022.0,100,5.2,74,11.2,24140.0,1,多云
2026-03-16 11:00,2026-03-16,11,2026-03-16T11:00,13.3,79,9.8,12.6,0.0,0.0,0.0,3,1023.2,1021.7,99,5.2,65,10.8,24140.0,1,多云
2026-03-16 12:00,2026-03-16,12,2026-03-16T12:00,13.9,76,9.7,13.2,0.0,0.0,0.0,3,1022.3,1020.8,100,4.6,72,10.4,24140.0,1,多云
2026-03-16 13:00,2026-03-16,13,2026-03-16T13:00,14.6,73,9.9,13.9,0.0,0.0,0.0,3,1021.0,1019.5,100,5.2,78,11.2,24140.0,1,多云
2026-03-16 14:00,2026-03-16,14,2026-03-16T14:00,15.0,72,10.0,14.4,0.0,0.0,0.0,3,1020.1,1018.7,100,4.6,45,10.8,24140.0,1,多云
2026-03-16 15:00,2026-03-16,15,2026-03-16T15:00,15.0,70,9.6,14.2,0.0,0.0,0.0,3,1019.7,1018.3,100,5.4,48,10.4,24140.0,1,多云
2026-03-16 16:00,2026-03-16,16,2026-03-16T16:00,15.0,69,9.4,13.8,0.0,0.0,0.0,3,1019.9,1018.5,100,7.0,35,13.3,24140.0,1,多云
2026-03-16 17:00,2026-03-16,17,2026-03-16T17:00,14.7,71,9.5,13.4,0.0,0.0,0.0,3,1020.2,1018.7,100,8.4,25,15.5,24140.0,1,多云
2026-03-16 18:00,2026-03-16,18,2026-03-16T18:00,14.0,77,10.1,12.5,0.1,0.0,0.0,61,1021.2,1019.7,100,10.9,34,19.8,24140.0,1,小雨
2026-03-16 19:00,2026-03-16,19,2026-03-16T19:00,12.9,80,9.6,11.2,0.1,0.1,0.0,61,1021.9,1020.4,100,11.5,46,21.2,18180.0,0,小雨
2026-03-16 20:00,2026-03-16,20,2026-03-16T20:00,12.1,84,9.5,10.7,0.1,0.1,0.0,61,1022.4,1020.9,100,8.9,50,20.5,23640.0,0,小雨
2026-03-16 21:00,2026-03-16,21,2026-03-16T21:00,11.7,87,9.6,10.9,0.3,0.3,0.0,61,1022.0,1020.5,100,4.6,51,16.2,24140.0,0,小雨
2026-03-16 22:00,2026-03-16,22,2026-03-16T22:00,11.3,90,9.8,10.8,0.3,0.3,0.0,61,1021.5,1020.0,100,3.2,27,9.0,23740.0,0,小雨
2026-03-16 23:00,2026-03-16,23,2026-03-16T23:00,11.2,91,9.8,10.8,0.0,0.0,0.0,3,1020.9,1019.4,100,2.6,344,6.1,24140.0,0,多云
2026-03-17 00:00,2026-03-17,0,2026-03-17T00:00,11.0,92,9.7,10.6,0.0,0.0,0.0,3,1020.1,1018.6,100,2.6,344,5.0,24140.0,0,多云
2026-03-17 01:00,2026-03-17,1,2026-03-17T01:00,10.9,93,9.8,10.6,0.0,0.0,0.0,3,1019.9,1018.4,100,1.8,349,4.7,24140.0,0,多云
2026-03-17 02:00,2026-03-17,2,2026-03-17T02:00,10.8,94,9.9,10.5,0.0,0.0,0.0,3,1019.4,1017.9,100,2.6,344,4.7,24140.0,0,多云
2026-03-17 03:00,2026-03-17,3,2026-03-17T03:00,10.8,94,9.9,10.4,0.1,0.1,0.0,61,1019.2,1017.7,100,2.6,34,5.0,24140.0,0,小雨
2026-03-17 04:00,2026-03-17,4,2026-03-17T04:00,10.7,95,9.9,10.3,0.5,0.5,0.0,55,1018.9,1017.4,100,2.8,40,6.1,23940.0,0,强降雨
2026-03-17 05:00,2026-03-17,5,2026-03-17T05:00,10.7,96,10.1,10.3,0.2,0.2,0.0,61,1019.3,1017.8,100,3.2,27,6.8,24140.0,0,小雨
2026-03-17 06:00,2026-03-17,6,2026-03-17T06:00,10.7,96,10.1,10.3,0.4,0.4,0.0,53,1019.3,1017.8,98,2.8,40,6.8,24140.0,0,中雨
2026-03-17 07:00,2026-03-17,7,2026-03-17T07:00,10.8,97,10.3,10.5,0.2,0.2,0.0,53,1019.7,1018.2,98,2.5,8,5.4,23040.0,1,中雨
2026-03-17 08:00,2026-03-17,8,2026-03-17T08:00,11.0,96,10.4,10.9,0.1,0.1,0.0,53,1020.1,1018.6,98,2.2,9,5.4,12260.0,1,中雨
2026-03-17 09:00,2026-03-17,9,2026-03-17T09:00,11.5,95,10.7,11.4,0.2,0.2,0.0,61,1020.2,1018.7,99,2.2,360,5.0,23740.0,1,小雨
2026-03-17 10:00,2026-03-17,10,2026-03-17T10:00,12.0,93,11.0,12.1,0.0,0.0,0.0,3,1019.8,1018.3,100,1.6,63,4.7,24140.0,1,多云
2026-03-17 11:00,2026-03-17,11,2026-03-17T11:00,12.4,92,11.2,12.5,0.0,0.0,0.0,3,1019.2,1017.7,100,2.0,45,4.7,24140.0,1,多云
2026-03-17 12:00,2026-03-17,12,2026-03-17T12:00,12.9,89,11.2,13.0,0.0,0.0,0.0,3,1018.6,1017.1,98,2.1,121,5.4,24140.0,1,多云
2026-03-17 13:00,2026-03-17,13,2026-03-17T13:00,13.2,89,11.5,13.4,0.0,0.0,0.0,3,1017.9,1016.4,100,1.8,349,4.7,24140.0,1,多云
2026-03-17 14:00,2026-03-17,14,2026-03-17T14:00,13.5,88,11.6,13.7,0.0,0.0,0.0,3,1016.7,1015.2,100,2.5,82,5.8,24140.0,1,多云
2026-03-17 15:00,2026-03-17,15,2026-03-17T15:00,13.8,87,11.7,14.0,0.0,0.0,0.0,3,1016.2,1014.7,98,2.9,90,5.8,24140.0,1,多云
2026-03-17 16:00,2026-03-17,16,2026-03-17T16:00,14.2,86,11.9,14.5,0.0,0.0,0.0,3,1015.8,1014.4,98,2.5,98,6.8,24140.0,1,多云
2026-03-17 17:00,2026-03-17,17,2026-03-17T17:00,14.3,85,11.8,14.4,0.0,0.0,0.0,3,1015.8,1014.4,100,3.1,111,6.1,24140.0,1,多云
