datetime_beijing,date,hour_beijing,timestamp_original,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,weather_code,pressure_msl,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m,visibility,is_day,weather_description
2026-02-28 00:00,2026-02-28,0,2026-02-28T00:00,10.5,92,9.3,9.1,0.0,0.0,0.0,3,1017.9,1016.4,100,9.0,67,16.6,24140.0,0,多云
2026-02-28 01:00,2026-02-28,1,2026-02-28T01:00,10.3,91,8.9,8.8,0.0,0.0,0.0,3,1018.6,1017.1,100,8.4,80,16.6,24140.0,0,多云
2026-02-28 02:00,2026-02-28,2,2026-02-28T02:00,10.0,88,8.1,8.1,0.0,0.0,0.0,3,1018.7,1017.2,100,9.4,97,16.9,24140.0,0,多云
2026-02-28 03:00,2026-02-28,3,2026-02-28T03:00,9.6,88,7.7,7.6,0.0,0.0,0.0,3,1018.4,1016.9,100,9.7,86,17.3,24140.0,0,多云
2026-02-28 04:00,2026-02-28,4,2026-02-28T04:00,9.3,88,7.5,7.5,0.0,0.0,0.0,3,1018.6,1017.1,100,8.1,77,17.3,24140.0,0,多云
2026-02-28 05:00,2026-02-28,5,2026-02-28T05:00,9.1,87,7.0,7.1,0.0,0.0,0.0,3,1019.0,1017.5,100,8.3,72,15.1,24140.0,0,多云
2026-02-28 06:00,2026-02-28,6,2026-02-28T06:00,8.8,87,6.8,6.7,0.0,0.0,0.0,3,1019.4,1017.9,100,9.0,67,15.8,24140.0,0,多云
2026-02-28 07:00,2026-02-28,7,2026-02-28T07:00,8.7,86,6.5,6.7,0.0,0.0,0.0,3,1019.9,1018.4,100,7.8,68,15.8,24140.0,1,多云
2026-02-28 08:00,2026-02-28,8,2026-02-28T08:00,8.7,86,6.5,6.7,0.0,0.0,0.0,3,1020.4,1018.9,100,8.2,67,15.1,24140.0,1,多云
2026-02-28 09:00,2026-02-28,9,2026-02-28T09:00,9.0,86,6.8,6.7,0.0,0.0,0.0,3,1020.0,1018.5,94,10.3,65,18.7,24140.0,1,多云
2026-02-28 10:00,2026-02-28,10,2026-02-28T10:00,9.6,83,6.9,7.3,0.0,0.0,0.0,3,1019.6,1018.1,95,10.6,80,19.8,24140.0,1,多云
2026-02-28 11:00,2026-02-28,11,2026-02-28T11:00,10.5,81,7.4,8.5,0.0,0.0,0.0,3,1019.4,1017.9,94,9.7,88,20.5,24140.0,1,多云
2026-02-28 12:00,2026-02-28,12,2026-02-28T12:00,11.3,78,7.6,9.3,0.0,0.0,0.0,3,1018.9,1017.4,95,10.1,84,18.7,24140.0,1,多云
2026-02-28 13:00,2026-02-28,13,2026-02-28T13:00,12.0,75,7.8,9.9,0.0,0.0,0.0,3,1018.0,1016.5,91,10.5,86,19.8,24140.0,1,多云
2026-02-28 14:00,2026-02-28,14,2026-02-28T14:00,12.9,74,8.4,11.5,0.0,0.0,0.0,3,1017.8,1016.3,100,7.0,111,19.4,24140.0,1,多云
