datetime_beijing,date,hour_beijing,timestamp_original,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,weather_code,pressure_msl,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m,visibility,is_day,weather_description
2026-02-15 00:00,2026-02-15,0,2026-02-15T00:00,14.1,91,12.7,14.6,0.0,0.0,0.0,1,1016.7,1015.3,33,2.0,225,2.9,22200.0,0,基本晴
2026-02-15 01:00,2026-02-15,1,2026-02-15T01:00,13.5,93,12.4,13.9,0.0,0.0,0.0,1,1016.8,1015.3,32,2.1,239,2.9,22240.0,0,基本晴
2026-02-15 02:00,2026-02-15,2,2026-02-15T02:00,11.7,100,11.7,11.8,0.0,0.0,0.0,45,1016.9,1015.4,64,3.1,249,3.2,22260.0,0,雾
2026-02-15 03:00,2026-02-15,3,2026-02-15T03:00,11.4,99,11.3,11.4,0.0,0.0,0.0,45,1016.9,1015.4,63,3.1,249,5.0,22280.0,0,雾
2026-02-15 04:00,2026-02-15,4,2026-02-15T04:00,11.0,99,10.8,10.8,0.0,0.0,0.0,45,1017.0,1015.5,59,3.4,238,5.4,22240.0,0,雾
2026-02-15 05:00,2026-02-15,5,2026-02-15T05:00,10.6,100,10.6,10.3,0.0,0.0,0.0,45,1017.2,1015.7,63,3.1,234,5.8,22000.0,0,雾
2026-02-15 06:00,2026-02-15,6,2026-02-15T06:00,10.4,100,10.4,10.1,0.0,0.0,0.0,45,1017.9,1016.4,69,3.4,238,5.8,21880.0,0,雾
2026-02-15 07:00,2026-02-15,7,2026-02-15T07:00,9.8,100,9.8,9.4,0.0,0.0,0.0,45,1018.3,1016.8,100,2.6,236,6.1,21000.0,1,雾
2026-02-15 08:00,2026-02-15,8,2026-02-15T08:00,10.4,100,10.4,10.2,0.0,0.0,0.0,45,1018.9,1017.4,100,2.3,219,5.4,20960.0,1,雾
2026-02-15 09:00,2026-02-15,9,2026-02-15T09:00,12.1,100,12.1,12.7,0.0,0.0,0.0,45,1019.6,1018.1,84,0.5,225,4.3,20960.0,1,雾
2026-02-15 10:00,2026-02-15,10,2026-02-15T10:00,14.9,89,13.1,15.7,0.0,0.0,0.0,2,1020.2,1018.7,66,1.3,34,4.7,22320.0,1,局部多云
2026-02-15 11:00,2026-02-15,11,2026-02-15T11:00,17.3,82,14.2,18.5,0.0,0.0,0.0,0,1020.0,1018.6,0,2.8,50,8.3,21020.0,1,晴
2026-02-15 12:00,2026-02-15,12,2026-02-15T12:00,19.5,73,14.5,21.3,0.0,0.0,0.0,0,1019.2,1017.8,0,4.1,52,10.8,22220.0,1,晴
2026-02-15 13:00,2026-02-15,13,2026-02-15T13:00,20.9,66,14.4,22.2,0.0,0.0,0.0,2,1017.6,1016.2,44,6.6,61,14.4,22280.0,1,局部多云
2026-02-15 14:00,2026-02-15,14,2026-02-15T14:00,21.7,61,13.9,22.1,0.0,0.0,0.0,1,1017.1,1015.7,32,8.7,66,16.9,22300.0,1,基本晴
2026-02-15 15:00,2026-02-15,15,2026-02-15T15:00,22.0,58,13.4,21.6,0.0,0.0,0.0,1,1016.7,1015.3,33,10.4,70,19.8,22360.0,1,基本晴
2026-02-15 16:00,2026-02-15,16,2026-02-15T16:00,21.6,58,13.0,20.9,0.0,0.0,0.0,1,1017.0,1015.6,28,11.8,70,22.7,22420.0,1,基本晴
2026-02-15 17:00,2026-02-15,17,2026-02-15T17:00,20.2,64,13.2,19.1,0.0,0.0,0.0,0,1017.3,1015.9,0,14.7,73,27.4,22360.0,1,晴
2026-02-15 18:00,2026-02-15,18,2026-02-15T18:00,17.6,72,12.5,16.0,0.0,0.0,0.0,0,1018.0,1016.6,0,16.9,78,30.6,24140.0,0,晴
2026-02-15 19:00,2026-02-15,19,2026-02-15T19:00,15.4,77,11.4,14.1,0.0,0.0,0.0,1,1019.0,1017.6,16,12.3,87,30.6,24140.0,0,基本晴
2026-02-15 20:00,2026-02-15,20,2026-02-15T20:00,14.3,81,11.1,13.5,0.0,0.0,0.0,2,1019.5,1018.0,44,8.3,72,22.0,24140.0,0,局部多云
2026-02-15 21:00,2026-02-15,21,2026-02-15T21:00,13.3,81,10.2,12.1,0.0,0.0,0.0,2,1019.8,1018.3,60,9.2,42,16.9,24140.0,0,局部多云
2026-02-15 22:00,2026-02-15,22,2026-02-15T22:00,12.4,81,9.3,10.4,0.0,0.0,0.0,3,1020.2,1018.7,82,12.5,46,22.7,24140.0,0,多云
2026-02-15 23:00,2026-02-15,23,2026-02-15T23:00,12.1,78,8.4,9.6,0.0,0.0,0.0,3,1020.6,1019.1,90,14.5,42,26.6,24140.0,0,多云
2026-02-16 00:00,2026-02-16,0,2026-02-16T00:00,11.6,78,7.9,8.3,0.0,0.0,0.0,3,1021.0,1019.5,100,19.1,46,34.9,22960.0,0,多云
2026-02-16 01:00,2026-02-16,1,2026-02-16T01:00,11.0,77,7.2,7.3,0.0,0.0,0.0,3,1021.3,1019.8,100,20.4,49,37.8,18480.0,0,多云
2026-02-16 02:00,2026-02-16,2,2026-02-16T02:00,10.1,81,7.0,6.1,0.0,0.0,0.0,3,1021.8,1020.3,100,22.2,47,41.0,16280.0,0,多云
2026-02-16 03:00,2026-02-16,3,2026-02-16T03:00,9.5,85,7.1,5.7,0.5,0.5,0.0,61,1022.0,1020.5,100,20.9,49,40.3,20700.0,0,小雨
2026-02-16 04:00,2026-02-16,4,2026-02-16T04:00,8.8,89,7.1,5.4,0.8,0.8,0.0,61,1022.7,1021.2,100,18.5,37,38.5,6460.0,0,小雨
2026-02-16 05:00,2026-02-16,5,2026-02-16T05:00,8.3,90,6.8,4.6,1.6,1.6,0.0,61,1023.9,1022.4,100,19.9,20,36.7,20300.0,0,小雨
2026-02-16 06:00,2026-02-16,6,2026-02-16T06:00,7.2,86,5.1,3.2,0.4,0.3,0.0,61,1025.3,1023.8,100,19.2,30,41.8,19020.0,0,小雨
2026-02-16 07:00,2026-02-16,7,2026-02-16T07:00,6.8,91,5.5,3.2,1.8,1.3,0.0,61,1025.5,1024.0,100,17.3,36,34.9,20880.0,1,小雨
2026-02-16 08:00,2026-02-16,8,2026-02-16T08:00,6.2,89,4.5,2.4,3.4,3.2,0.0,63,1026.8,1025.3,100,17.1,35,33.8,21960.0,1,中雨
2026-02-16 09:00,2026-02-16,9,2026-02-16T09:00,6.2,91,4.8,2.9,1.5,1.5,0.0,61,1027.4,1025.9,100,13.8,33,31.0,17200.0,1,小雨
2026-02-16 10:00,2026-02-16,10,2026-02-16T10:00,6.0,90,4.5,2.5,1.7,1.6,0.0,61,1028.0,1026.5,100,15.3,24,29.5,10640.0,1,小雨
2026-02-16 11:00,2026-02-16,11,2026-02-16T11:00,6.1,88,4.3,2.6,0.8,0.8,0.0,61,1027.7,1026.2,100,15.1,33,29.2,17540.0,1,小雨
2026-02-16 12:00,2026-02-16,12,2026-02-16T12:00,6.3,86,4.2,2.8,0.6,0.6,0.0,61,1027.5,1026.0,100,15.0,27,28.8,17380.0,1,小雨
2026-02-16 13:00,2026-02-16,13,2026-02-16T13:00,6.3,84,3.8,2.6,0.4,0.4,0.0,61,1026.0,1024.5,100,15.5,28,31.0,24140.0,1,小雨
2026-02-16 14:00,2026-02-16,14,2026-02-16T14:00,6.4,83,3.7,2.9,0.0,0.0,0.0,3,1025.9,1024.4,100,13.9,25,28.4,10440.0,1,多云
2026-02-16 15:00,2026-02-16,15,2026-02-16T15:00,6.1,88,4.3,2.6,0.6,0.6,0.0,61,1025.9,1024.4,100,15.0,24,27.4,14960.0,1,小雨
2026-02-16 16:00,2026-02-16,16,2026-02-16T16:00,5.8,88,4.0,2.0,0.7,0.7,0.0,61,1027.0,1025.5,100,16.9,20,31.0,11120.0,1,小雨
2026-02-16 17:00,2026-02-16,17,2026-02-16T17:00,5.5,90,4.0,2.0,1.2,1.2,0.0,61,1027.3,1025.8,100,14.5,27,31.0,11080.0,1,小雨
2026-02-16 18:00,2026-02-16,18,2026-02-16T18:00,5.3,91,3.9,2.0,1.3,1.3,0.0,61,1027.6,1026.1,100,12.6,31,26.6,160.0,0,小雨
2026-02-16 19:00,2026-02-16,19,2026-02-16T19:00,5.3,93,4.3,2.6,0.6,0.6,0.0,61,1028.1,1026.6,100,9.3,16,23.0,80.0,0,小雨
2026-02-16 20:00,2026-02-16,20,2026-02-16T20:00,5.1,90,3.6,1.7,1.2,1.2,0.0,61,1028.2,1026.7,100,13.5,25,24.8,80.0,0,小雨
2026-02-16 21:00,2026-02-16,21,2026-02-16T21:00,4.6,88,2.8,1.1,1.2,1.2,0.0,61,1028.4,1026.9,100,12.9,27,27.4,80.0,0,小雨
2026-02-16 22:00,2026-02-16,22,2026-02-16T22:00,4.2,89,2.6,0.6,0.8,0.8,0.0,61,1028.4,1026.9,98,13.5,29,25.2,60.0,0,小雨
2026-02-16 23:00,2026-02-16,23,2026-02-16T23:00,3.9,90,2.4,0.5,0.3,0.3,0.0,61,1028.8,1027.3,100,11.3,22,25.6,100.0,0,小雨
2026-02-17 00:00,2026-02-17,0,2026-02-17T00:00,3.6,91,2.3,0.5,0.6,0.6,0.0,61,1028.6,1027.1,100,9.7,27,20.9,17900.0,0,小雨
2026-02-17 01:00,2026-02-17,1,2026-02-17T01:00,3.7,92,2.6,1.3,0.2,0.2,0.0,61,1028.6,1027.1,99,5.4,20,17.3,17380.0,0,小雨
2026-02-17 02:00,2026-02-17,2,2026-02-17T02:00,3.8,91,2.5,1.1,0.0,0.1,0.0,3,1028.1,1026.6,98,6.8,18,13.0,18220.0,0,多云
2026-02-17 03:00,2026-02-17,3,2026-02-17T03:00,3.9,92,2.7,1.3,0.1,0.1,0.0,61,1027.7,1026.2,99,6.6,9,13.3,24140.0,0,小雨
2026-02-17 04:00,2026-02-17,4,2026-02-17T04:00,3.8,90,2.4,1.1,0.0,0.0,0.0,3,1027.4,1025.9,98,7.0,12,13.0,24140.0,0,多云
2026-02-17 05:00,2026-02-17,5,2026-02-17T05:00,3.8,90,2.3,0.9,0.1,0.1,0.0,61,1027.4,1025.9,98,8.1,13,14.8,24140.0,0,小雨
2026-02-17 06:00,2026-02-17,6,2026-02-17T06:00,3.8,90,2.4,0.8,0.2,0.2,0.0,61,1027.9,1026.4,100,8.8,19,15.8,19960.0,0,小雨
2026-02-17 07:00,2026-02-17,7,2026-02-17T07:00,3.8,89,2.2,0.7,0.3,0.3,0.0,61,1028.5,1027.0,100,9.6,20,18.0,24140.0,1,小雨
2026-02-17 08:00,2026-02-17,8,2026-02-17T08:00,3.7,90,2.2,0.4,0.3,0.3,0.0,61,1029.0,1027.5,99,10.3,25,19.1,24140.0,1,小雨
2026-02-17 09:00,2026-02-17,9,2026-02-17T09:00,3.6,90,2.2,0.4,0.2,0.2,0.0,61,1029.3,1027.8,98,9.8,24,20.2,24140.0,1,小雨
2026-02-17 10:00,2026-02-17,10,2026-02-17T10:00,3.9,89,2.3,1.0,0.1,0.1,0.0,61,1029.3,1027.8,95,8.6,22,18.7,24140.0,1,小雨
2026-02-17 11:00,2026-02-17,11,2026-02-17T11:00,4.3,87,2.4,1.3,0.1,0.0,0.0,61,1028.9,1027.4,98,8.9,27,16.9,24140.0,1,小雨
2026-02-17 12:00,2026-02-17,12,2026-02-17T12:00,4.8,83,2.2,2.0,0.0,0.0,0.0,3,1028.2,1026.7,100,7.3,20,16.9,24140.0,1,多云
2026-02-17 13:00,2026-02-17,13,2026-02-17T13:00,5.0,83,2.4,2.4,0.0,0.0,0.0,3,1027.2,1025.7,100,6.2,21,14.0,24140.0,1,多云
2026-02-17 14:00,2026-02-17,14,2026-02-17T14:00,5.5,80,2.4,3.1,0.0,0.0,0.0,3,1026.8,1025.3,94,4.7,360,11.9,24140.0,1,多云
2026-02-17 15:00,2026-02-17,15,2026-02-17T15:00,5.9,78,2.4,3.5,0.0,0.0,0.0,3,1026.7,1025.2,92,4.3,360,9.7,24140.0,1,多云
2026-02-17 16:00,2026-02-17,16,2026-02-17T16:00,6.2,77,2.5,4.1,0.0,0.0,0.0,3,1026.6,1025.1,90,2.6,344,8.6,24140.0,1,多云
2026-02-17 17:00,2026-02-17,17,2026-02-17T17:00,6.2,76,2.3,4.0,0.0,0.0,0.0,3,1026.8,1025.3,87,2.8,310,6.1,24140.0,1,多云
2026-02-17 18:00,2026-02-17,18,2026-02-17T18:00,6.0,77,2.3,3.9,0.0,0.0,0.0,3,1027.2,1025.7,84,2.7,293,5.8,24140.0,0,多云
2026-02-17 19:00,2026-02-17,19,2026-02-17T19:00,5.8,81,2.8,3.8,0.0,0.0,0.0,3,1027.9,1026.4,94,2.4,243,5.4,24140.0,0,多云
2026-02-17 20:00,2026-02-17,20,2026-02-17T20:00,5.6,85,3.3,3.8,0.0,0.0,0.0,3,1028.1,1026.6,100,1.6,207,4.3,24140.0,0,多云
