datetime_beijing,date,hour_beijing,timestamp_original,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,weather_code,pressure_msl,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m,visibility,is_day,weather_description
2026-03-04 00:00,2026-03-04,0,2026-03-04T00:00,7.4,77,3.6,4.9,0.0,0.0,0.0,3,1026.7,1025.2,100,7.2,53,14.0,24140.0,0,多云
2026-03-04 01:00,2026-03-04,1,2026-03-04T01:00,7.1,79,3.8,4.7,0.0,0.0,0.0,3,1026.8,1025.3,100,6.7,54,13.3,24140.0,0,多云
2026-03-04 02:00,2026-03-04,2,2026-03-04T02:00,7.1,79,3.7,4.7,0.0,0.0,0.0,3,1026.6,1025.1,100,6.3,66,13.3,24140.0,0,多云
2026-03-04 03:00,2026-03-04,3,2026-03-04T03:00,6.8,82,4.0,4.6,0.0,0.0,0.0,3,1026.0,1024.5,98,5.9,52,13.0,24140.0,0,多云
2026-03-04 04:00,2026-03-04,4,2026-03-04T04:00,6.7,81,3.7,4.6,0.0,0.0,0.0,3,1025.9,1024.4,99,4.5,61,11.2,24140.0,0,多云
2026-03-04 05:00,2026-03-04,5,2026-03-04T05:00,6.5,82,3.7,4.5,0.0,0.0,0.0,3,1025.7,1024.2,99,4.1,38,9.4,24140.0,0,多云
2026-03-04 06:00,2026-03-04,6,2026-03-04T06:00,6.4,81,3.4,4.2,0.0,0.0,0.0,3,1025.8,1024.3,100,5.1,39,9.7,24140.0,0,多云
2026-03-04 07:00,2026-03-04,7,2026-03-04T07:00,6.4,82,3.5,4.3,0.0,0.0,0.0,3,1025.7,1024.2,100,3.8,49,10.1,24140.0,1,多云
2026-03-04 08:00,2026-03-04,8,2026-03-04T08:00,6.9,79,3.5,4.7,0.0,0.0,0.0,3,1026.0,1024.5,84,4.8,48,11.5,24140.0,1,多云
2026-03-04 09:00,2026-03-04,9,2026-03-04T09:00,7.5,76,3.6,5.0,0.0,0.0,0.0,3,1026.2,1024.7,95,7.0,55,14.0,24140.0,1,多云
2026-03-04 10:00,2026-03-04,10,2026-03-04T10:00,8.5,73,4.0,5.9,0.0,0.0,0.0,3,1026.0,1024.5,97,8.5,62,17.3,24140.0,1,多云
2026-03-04 11:00,2026-03-04,11,2026-03-04T11:00,9.4,72,4.6,6.7,0.0,0.0,0.0,3,1025.5,1024.0,98,9.8,62,19.4,24140.0,1,多云
2026-03-04 12:00,2026-03-04,12,2026-03-04T12:00,10.0,68,4.4,7.0,0.0,0.0,0.0,3,1024.6,1023.1,98,12.0,81,23.8,24140.0,1,多云
2026-03-04 13:00,2026-03-04,13,2026-03-04T13:00,10.3,67,4.4,7.3,0.0,0.0,0.0,3,1023.7,1022.2,97,11.5,92,24.1,24140.0,1,多云
2026-03-04 14:00,2026-03-04,14,2026-03-04T14:00,10.3,68,4.6,7.5,0.0,0.0,0.0,3,1023.2,1021.7,98,10.5,98,22.7,24140.0,1,多云
2026-03-04 15:00,2026-03-04,15,2026-03-04T15:00,10.3,68,4.7,7.5,0.0,0.0,0.0,3,1022.8,1021.3,100,10.9,98,21.6,24140.0,1,多云
2026-03-04 16:00,2026-03-04,16,2026-03-04T16:00,10.2,69,4.8,7.3,0.0,0.0,0.0,3,1022.1,1020.6,92,11.9,88,22.7,24140.0,1,多云
2026-03-04 17:00,2026-03-04,17,2026-03-04T17:00,9.9,71,4.9,7.1,0.0,0.0,0.0,3,1022.4,1020.9,100,10.9,99,22.7,24140.0,1,多云
2026-03-04 18:00,2026-03-04,18,2026-03-04T18:00,9.5,73,4.9,7.0,0.0,0.0,0.0,3,1022.5,1021.0,100,8.5,102,20.5,24140.0,0,多云
2026-03-04 19:00,2026-03-04,19,2026-03-04T19:00,9.0,80,5.8,7.2,0.2,0.2,0.0,61,1022.8,1021.3,95,5.2,106,15.8,24140.0,0,小雨
2026-03-04 20:00,2026-03-04,20,2026-03-04T20:00,8.7,84,6.2,7.0,0.0,0.0,0.0,3,1022.6,1021.1,100,5.5,101,10.4,24140.0,0,多云
2026-03-04 21:00,2026-03-04,21,2026-03-04T21:00,8.4,87,6.4,6.9,0.7,0.7,0.0,61,1022.5,1021.0,100,4.6,108,11.2,24140.0,0,小雨
2026-03-04 22:00,2026-03-04,22,2026-03-04T22:00,8.3,90,6.8,7.1,0.5,0.5,0.0,61,1022.6,1021.1,100,2.7,67,8.3,24140.0,0,小雨
2026-03-04 23:00,2026-03-04,23,2026-03-04T23:00,8.1,92,6.9,6.9,0.1,0.1,0.0,61,1023.0,1021.5,100,3.3,347,5.8,24140.0,0,小雨
2026-03-05 00:00,2026-03-05,0,2026-03-05T00:00,8.1,92,6.9,6.9,0.0,0.0,0.0,3,1023.2,1021.7,100,3.4,18,6.8,24140.0,0,多云
2026-03-05 01:00,2026-03-05,1,2026-03-05T01:00,8.1,94,7.2,7.1,0.0,0.0,0.0,3,1022.7,1021.2,98,1.8,90,6.8,24140.0,0,多云
2026-03-05 02:00,2026-03-05,2,2026-03-05T02:00,8.1,94,7.2,7.4,0.0,0.0,0.0,3,1022.0,1020.5,100,0.0,270,3.6,24140.0,0,多云
2026-03-05 03:00,2026-03-05,3,2026-03-05T03:00,8.1,95,7.3,7.2,0.0,0.0,0.0,3,1021.3,1019.8,98,1.3,214,3.2,24140.0,0,多云
2026-03-05 04:00,2026-03-05,4,2026-03-05T04:00,8.0,95,7.3,6.9,0.0,0.0,0.0,3,1021.3,1019.8,92,2.8,320,5.8,24140.0,0,多云
2026-03-05 05:00,2026-03-05,5,2026-03-05T05:00,8.0,94,7.1,7.0,0.0,0.0,0.0,3,1021.7,1020.2,100,2.1,329,6.1,24140.0,0,多云
2026-03-05 06:00,2026-03-05,6,2026-03-05T06:00,8.1,95,7.3,7.4,0.0,0.0,0.0,3,1021.7,1020.2,100,0.4,180,4.0,24140.0,0,多云
2026-03-05 07:00,2026-03-05,7,2026-03-05T07:00,8.1,95,7.4,7.2,0.0,0.0,0.0,45,1021.9,1020.4,100,1.6,243,3.6,24140.0,1,雾
2026-03-05 08:00,2026-03-05,8,2026-03-05T08:00,8.4,94,7.5,7.5,0.0,0.0,0.0,3,1022.6,1021.1,97,2.2,270,4.7,24140.0,1,多云
2026-03-05 09:00,2026-03-05,9,2026-03-05T09:00,8.8,94,7.9,8.0,0.0,0.0,0.0,3,1023.0,1021.5,100,1.8,270,4.3,24140.0,1,多云
2026-03-05 10:00,2026-03-05,10,2026-03-05T10:00,9.3,92,8.1,8.6,0.0,0.0,0.0,3,1023.1,1021.6,100,1.5,225,4.3,24140.0,1,多云
2026-03-05 11:00,2026-03-05,11,2026-03-05T11:00,10.0,91,8.6,9.4,0.0,0.0,0.0,3,1023.0,1021.5,100,2.2,261,5.4,24140.0,1,多云
2026-03-05 12:00,2026-03-05,12,2026-03-05T12:00,11.0,85,8.6,10.4,0.0,0.0,0.0,3,1022.4,1020.9,97,1.8,233,5.4,24140.0,1,多云
2026-03-05 13:00,2026-03-05,13,2026-03-05T13:00,11.9,83,9.1,11.6,0.0,0.0,0.0,3,1021.8,1020.3,100,0.4,360,5.4,24140.0,1,多云
2026-03-05 14:00,2026-03-05,14,2026-03-05T14:00,12.5,82,9.6,12.3,0.0,0.0,0.0,3,1021.3,1019.8,96,1.3,56,4.0,24140.0,1,多云
2026-03-05 15:00,2026-03-05,15,2026-03-05T15:00,12.6,78,8.9,11.9,0.0,0.0,0.0,3,1021.3,1019.8,100,3.3,41,6.5,24140.0,1,多云
2026-03-05 16:00,2026-03-05,16,2026-03-05T16:00,12.6,80,9.2,11.8,0.0,0.0,0.0,3,1021.5,1020.0,100,4.1,52,7.9,24140.0,1,多云
2026-03-05 17:00,2026-03-05,17,2026-03-05T17:00,12.6,83,9.8,12.2,0.0,0.0,0.0,3,1021.8,1020.3,98,2.5,90,7.9,24140.0,1,多云
2026-03-05 18:00,2026-03-05,18,2026-03-05T18:00,12.3,85,9.8,11.8,0.0,0.0,0.0,3,1022.2,1020.7,98,3.2,153,5.8,24140.0,1,多云
